Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,I_inner_membrane,S_inner_membrane,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b0521,P37306,arcC,Carbamate kinase,REP-b0521_2_295_1e19,b0521_2_295_1e19-A_clean,SWISS-MODEL,31643.7491,,,,Cytosol,iJL1678,,,
b0522,P09029,purK,N5-carboxyaminoimidazole ribonucleotide synthase,REP-3eth,3eth-A_clean,Protein Data Bank,39460.63929999998,1.7674738437647862e-07,,298.0,Cytosol,iJL1678,x,,
b0523,P0AG18,purE,N5-carboxyaminoimidazole ribonucleotide mutase,REP-1qcz,1qcz-A_clean,Protein Data Bank,17780.10779999999,1.539125712942826e-06,,2595.0,Cytosol,iJL1678,x,,
b0524,P43341,lpxH,"UDP-2,3-diacylglucosamine hydrolase",REP-b0524_2_240_5b49,b0524_2_240_5b49-A_clean,SWISS-MODEL,26893.868100000018,,,,Cytosol,iJL1678,,,
b0525,P23869,ppiB,Peptidyl-prolyl cis-trans isomerase B,REP-1lop,1lop-A_clean,Protein Data Bank,18153.26669999998,9.679588298738696e-07,,1632.0,Cytosol,Heinemann 2016,x,,
b0526,P21888,cysS,Cysteine--tRNA ligase,REP-1li5,1li5-A_clean,Protein Data Bank,52201.51890000013,3.6595012134324605e-07,,617.0,Cytosol,iJL1678,x,,
b0527,P45570,ybcI,Inner membrane protein YbcI,,,,19530.208399999996,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0528,P0AAS7,ybcJ,Uncharacterized protein YbcJ,REP-1p9k,1p9k-A_clean,Protein Data Bank,7389.452700000003,2.111478820068e-07,,356.0,Cytosol,EchoLOCATION predicted,x,,
b0529,P24186,folD,Bifunctional protein FolD,REP-1b0a,1b0a-A_clean,Protein Data Bank,31043.375400000026,9.721106140706325e-07,,1639.0,Cytosol,iJL1678,x,,
b0530,P0ABW5,sfmA,Uncharacterized fimbrial-like protein SfmA,REP-b0530_26_180_4j3o,b0530_26_180_4j3o-A_clean,SWISS-MODEL,18474.277699999977,,,,Periplasm,EchoLOCATION predicted,,,
b0531,P77249,sfmC,Probable fimbrial chaperone SfmC,,,,25457.335399999996,,,,Periplasm,EchoLOCATION predicted,,,
b0532,P77468,sfmD,Outer membrane usher protein SfmD,REP-b0532_61_862_3rfz,b0532_61_862_3rfz-A_clean,SWISS-MODEL,95675.79980000059,,,,Outer_Membrane,EchoLOCATION predicted,,,
b0533,P75715,sfmH,Uncharacterized fimbrial-like protein SfmH,REP-b0533_12_327_5afo,b0533_b0533_12_327_5afo-A_clean_clean,SWISS-MODEL,35695.33700000002,,,,Cytosol,EchoLOCATION predicted,,,
b0534,P38052,sfmF,Uncharacterized fimbrial-like protein SfmF,REP-b0534_25_171_5jr4,b0534_25_171_5jr4-A_clean,SWISS-MODEL,18222.431799999984,,,,Periplasm,EchoLOCATION predicted,,,
b0535,P0AEL8,fimZ,Fimbriae Z protein,REP-b0535_3_210_4if4,b0535_3_210_4if4-A_clean,SWISS-MODEL,23663.250500000035,,,,Cytosol,EchoLOCATION predicted,,,
b0537,P24218,intD,Prophage integrase IntD,REP-b0537_29_366_5jjv,b0537_29_366_5jjv-A_clean,SWISS-MODEL,45089.604000000116,,,,Cytosol,EchoLOCATION predicted,,,
b0539,P75717,exoD,Putative uncharacterized protein ExoD,REP-3sm4,3sm4-A_clean,Protein Data Bank,10508.9776,,,,Cytosol,Arbitrary assignment,,,
b0540,P0CF68,insE3,Transposase InsE for insertion sequence IS3C,,,,11543.005199999989,,,,Cytosol,Arbitrary assignment,,,
b0541,P0CF81,insF3,Transposase InsF for insertion sequence IS3C,REP-b0541_3_275_5hoo,b0541_3_275_5hoo-A_clean,SWISS-MODEL,33540.03960000001,,,,Cytosol,EchoLOCATION predicted,,,
b0542,P75718,renD,Putative protein RenD,,,,7173.335800000003,,,,Cytosol,EchoLOCATION predicted,,,
b0543,P23895,emrE,Multidrug transporter EmrE,REP-3b5d,3b5d-A_clean,Protein Data Bank,11958.22929999999,,,,Inner_Membrane,EchoLOCATION experimental,,,
b0544,P77698,ybcK,Uncharacterized protein YbcK,REP-b0544_5_245_2r0q,b0544_5_245_2r0q-A_clean,SWISS-MODEL,57526.207100000014,,,,Cytosol,EchoLOCATION predicted,,,
b0545,P77368,ybcL,UPF0098 protein YbcL,REP-1fux,1fux-A_clean,Protein Data Bank,19475.7204,,,,Periplasm,EchoLOCATION experimental,,,
b0546,P77634,ybcM,Uncharacterized HTH-type transcriptional regulator YbcM,REP-b0546_26_221_5nla,b0546_26_221_5nla-A_clean,SWISS-MODEL,30840.349800000047,,,,Cytosol,EchoLOCATION predicted,,,
b0547,Q47269,ybcN,Uncharacterized protein YbcN,REP-b0547_15_138_2bvd,b0547_15_138_2bvd-A_clean,SWISS-MODEL,17432.82159999999,,,,Cytosol,EchoLOCATION predicted,,,
b0548,Q47270,ninE,Prophage NinE homolog,,,,6493.664000000001,,,,Cytosol,EchoLOCATION predicted,,,
b0549,P68661,ybcO,Uncharacterized protein YbcO,REP-3g27,3g27-A_clean,Protein Data Bank,10347.902799999996,,,,Cytosol,EchoLOCATION predicted,,,
b0550,P0AG74,rusA,Crossover junction endodeoxyribonuclease RusA,REP-2h8e,2h8e-A_clean,Protein Data Bank,13845.756499999983,,,,Cytosol,EchoLOCATION predicted,,,
b0551,Q47274,quuD,Prophage antitermination protein Q homolog QuuD,,,,14176.376199999993,,,,Cytosol,Arbitrary assignment,,,
b0552,P0CE50,insH2,Transposase InsH for insertion sequence element IS5B,,,,39326.72140000002,,,,Cytosol,EchoLOCATION predicted,,,
b0553,P21420,nmpC,Putative outer membrane porin protein NmpC,REP-b0553_25_365_2xe5,b0553_25_365_2xe5-A_clean,SWISS-MODEL,40301.85680000003,,,107.0,Outer_Membrane,EchoLOCATION experimental,,,
b0554,P0A9R2,essD,Prophage lysis protein S homolog EssD,,,,7777.965999999997,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0555,P78285,rrrD,Lysozyme RrrD,REP-4zpu,4zpu-A_clean,Protein Data Bank,17971.599199999986,,,,Cytosol,Arbitrary assignment,,,
b0556,P75719,rzpD,Prophage Rz endopeptidase RzpD,REP-b0556_29_148_4uy3,b0556_29_148_4uy3-A_clean,SWISS-MODEL,17225.487399999987,,,,Periplasm,EchoLOCATION predicted,,,
b0557,P77330,borD,Prophage lipoprotein Bor homolog,,,,10447.159099999993,,,3552.0,Outer_Membrane,Heinemann 2016,,,
b0558,P77598,ybcV,Uncharacterized protein YbcV,REP-2hh8,2hh8-A_clean,Protein Data Bank,16413.52019999999,,,,Cytosol,EchoLOCATION predicted,,,
b0559,P64435,ybcW,Uncharacterized protein YbcW,,,,7623.650699999999,,,,Cytosol,EchoLOCATION predicted,,,
b0560,P31062,nohD,DNA-packaging protein NU1 homolog,REP-b0560_1_68_1j9i,b0560_1_68_1j9i-A_clean,SWISS-MODEL,20427.841800000002,,,,Cytosol,Arbitrary assignment,,,
b0561,P77699,tfaD,Putative protein TfaD,REP-b0561_56_185_2kz6,b0561_56_185_2kz6-A_clean,SWISS-MODEL,21202.561300000012,,,,Cytosol,EchoLOCATION predicted,,,
b0562,P77460,ybcY,Putative uncharacterized protein YbcY,REP-b0562_16_192_3dtn,b0562_16_192_3dtn-A_clean,SWISS-MODEL,21120.735199999996,,,,Cytosol,EchoLOCATION predicted,,,
b0563,P77087,tfaX,Putative uncharacterized protein TfaX,,,,7087.746299999998,,,,Cytosol,Arbitrary assignment,,,
b0564,P05052,appY,HTH-type transcriptional regulator AppY,REP-b0564_3_239_5suw,b0564_3_239_5suw-A_clean,SWISS-MODEL,28763.15760000005,,,,Cytosol,EchoLOCATION predicted,,,
b0565,P09169,ompT,Protease 7,REP-1i78,1i78-A_clean,Protein Data Bank,35561.85559999997,,,13138.0,Outer_Membrane,Heinemann 2016,,,
b0566,P10805,envY,Porin thermoregulatory protein EnvY,REP-b0566_6_249_5suw,b0566_6_249_5suw-A_clean,SWISS-MODEL,29018.54680000003,,,,Cytosol,EchoLOCATION predicted,,,
b0567,P37325,ybcH,Uncharacterized protein YbcH,REP-b0567_15_293_4h41,b0567_15_293_4h41-A_clean,SWISS-MODEL,33056.37179999999,,,,Periplasm,EchoLOCATION predicted,,,
b0568,P31600,nfrA,Bacteriophage adsorption protein A,REP-b0568_48_707_4buj,b0568_48_707_4buj-A_clean,SWISS-MODEL,111306.79340000064,,,,Outer_Membrane,EchoLOCATION predicted,,,
b0569,P0AFA5,nfrB,Bacteriophage adsorption protein B,,,,85318.34670000039,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0570,P77485,cusS,Sensor kinase CusS,REP-5ku5,5ku5-B_clean,Protein Data Bank,53737.40660000012,,0.00011508704144275043,72.0,Inner_Membrane,Heinemann 2016,x,,
b0571,P0ACZ8,cusR,Transcriptional regulatory protein CusR,REP-b0571_1_224_4s04,b0571_1_224_4s04-A_clean,SWISS-MODEL,25394.2236,3.558672168653932e-07,,600.0,Cytosol,Heinemann 2016,x,,
b0572,P77211,cusC,Cation efflux system protein CusC,REP-4k7r,4k7r-A_clean,Protein Data Bank,50268.96990000011,,,1295.0,Outer_Membrane,iJL1678,,,
b0573,P77214,cusF,Cation efflux system protein CusF,REP-2vb2,2vb2-X_clean,Protein Data Bank,12251.023899999993,0.0001143472646661748,,25404.0,Periplasm,iJL1678,,,
b0574,P77239,cusB,Cation efflux system protein CusB,REP-3ne5,3ne5-B_clean,Protein Data Bank,44304.35140000011,7.381889232110166e-06,,1640.0,Periplasm,iJL1678,,,
b0575,P38054,cusA,Cation efflux system protein CusA,REP-4dnt,4dnt-A_clean,Protein Data Bank,114705.74870000072,,0.0003228830884921609,202.0,Inner_Membrane,iJL1678,x,,
b0576,P24207,pheP,Phenylalanine-specific permease,,,,50676.694800000056,,6.393724524597246e-06,4.0,Inner_Membrane,iJL1678,,,
b0577,P0AAT4,ybdG,Miniconductance mechanosensitive channel YbdG,,,,46602.08320000004,,9.590586786895869e-06,6.0,Inner_Membrane,EchoLOCATION predicted,,,
b0578,P38489,nfsB,Oxygen-insensitive NAD(P)H nitroreductase,REP-1icr,1icr-A_clean,Protein Data Bank,23904.896500000003,9.056820669224258e-07,,1527.0,Cytosol,iJL1678,x,,
b0579,P0AAT2,ybdF,Uncharacterized protein YbdF,REP-b0579_8_121_2a1v,b0579_8_121_2a1v-A_clean,SWISS-MODEL,14050.148699999985,,,,Cytosol,EchoLOCATION predicted,,,
b0580,P77506,ybdJ,Uncharacterized protein YbdJ,,,,9403.404299999995,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0581,P77213,ybdK,Putative glutamate--cysteine ligase 2,REP-1r8g,1r8g-A_clean,Protein Data Bank,41687.87660000003,5.931120281089888e-10,,1.0,Cytosol,EchoLOCATION predicted,x,,
b0582,P0CF92,insL2,Putative transposase InsL for insertion sequence element IS186B,REP-b0582_110_352_1mus,b0582_110_352_1mus-A_clean,SWISS-MODEL,40908.327300000026,,,,Cytosol,Arbitrary assignment,,,
b0583,P19925,entD,Enterobactin synthase component D,REP-b0583_33_205_4qvh,b0583_33_205_4qvh-A_clean,SWISS-MODEL,23258.283900000013,,,,Cytosol,iJL1678,,,
b0584,P05825,fepA,Ferrienterobactin receptor,REP-1fep,1fep-A_clean,Protein Data Bank,82105.8793000004,,,258.0,Outer_Membrane,iJL1678,,,
b0585,P13039,fes,Enterochelin esterase,REP-3c8h,3c8h-A_clean,Protein Data Bank,45651.37860000007,5.338008252980899e-09,,9.0,Cytosol,iJL1678,x,,
b0586,P11454,entF,Enterobactin synthase component F,REP-5t3d,5t3d-A_clean,Protein Data Bank,141989.2243000003,2.8469377349231462e-08,,48.0,Cytosol,iJL1678,x,,
b0587,P26266,fepE,Ferric enterobactin transport protein FepE,REP-b0587_65_330_4e2l,b0587_65_330_4e2l-A_clean,SWISS-MODEL,42099.01140000004,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0588,P23878,fepC,Ferric enterobactin transport ATP-binding protein FepC,REP-b0588_4_230_1g6h,b0588_4_230_1g6h-A_clean,SWISS-MODEL,29783.762000000024,5.338008252980899e-09,,9.0,Cytosol,iJL1678,x,,
b0589,P23877,fepG,Ferric enterobactin transport system permease protein FepG,REP-b0589_10_275_2nq2,b0589_10_275_2nq2-A_clean,SWISS-MODEL,34909.797400000025,,,,Inner_Membrane,iJL1678,,,
b0590,P23876,fepD,Ferric enterobactin transport system permease protein FepD,REP-b0590_55_329_2nq2,b0590_55_329_2nq2-A_clean,SWISS-MODEL,33870.90310000001,,,,Inner_Membrane,iJL1678,,,
b0591,P24077,entS,Enterobactin exporter EntS,,,,43281.44640000003,,,,Inner_Membrane,iJL1678,,,
b0592,P0AEL6,fepB,Ferrienterobactin-binding periplasmic protein,REP-3tlk,3tlk-A_clean,Protein Data Bank,34282.63130000001,3.330852458391173e-07,,74.0,Periplasm,iJL1678,,,
b0593,P0AEJ2,entC,Isochorismate synthase EntC,REP-3hwo,3hwo-A_clean,Protein Data Bank,42931.128800000064,1.5658157542077303e-07,,264.0,Cytosol,iJL1678,x,,
b0594,P10378,entE,Enterobactin synthase component E,REP-4iz6,4iz6-A_clean,Protein Data Bank,59111.4352000001,4.74489622487191e-08,,80.0,Cytosol,iJL1678,x,,
b0595,P0ADI4,entB,Enterobactin synthase component B,REP-2fq1,2fq1-A_clean,Protein Data Bank,32553.98120000002,1.2277418981856068e-07,,207.0,Cytosol,iJL1678,x,,
b0596,P15047,entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",REP-2fwm,2fwm-X_clean,Protein Data Bank,26249.354199999998,1.1031883722827191e-07,,186.0,Cytosol,iJL1678,x,,
b0597,P0A8Y8,entH,Proofreading thioesterase EntH,REP-4k4c,4k4c-A_clean,Protein Data Bank,14969.957699999995,1.364157664650674e-08,,23.0,Cytosol,Heinemann 2016,x,,
b0598,P15078,cstA,Carbon starvation protein A,,,,75104.36590000035,,0.00013266978388539285,83.0,Inner_Membrane,Heinemann 2016,,,
b0599,P45579,hcxA,Hydroxycarboxylate dehydrogenase A,REP-b0599_11_361_4p53,b0599_11_361_4p53-A_clean,SWISS-MODEL,39091.13690000001,1.625126957018629e-07,,274.0,Cytosol,Arbitrary assignment,x,,
b0600,P77806,ybdL,Methionine aminotransferase,REP-1u08,1u08-A_clean,Protein Data Bank,42962.416000000034,3.795916979897528e-08,,64.0,Cytosol,Heinemann 2016,x,,
b0601,P77174,ybdM,Uncharacterized protein YbdM,REP-b0601_50_203_1vz0,b0601_50_203_1vz0-A_clean,SWISS-MODEL,23943.085800000008,,,,Cytosol,EchoLOCATION predicted,,,
b0602,P77216,ybdN,Uncharacterized protein YbdN,,,,47826.16599999997,,,,Cytosol,EchoLOCATION predicted,,,
b0603,P77746,ybdO,Uncharacterized HTH-type transcriptional regulator YbdO,REP-b0603_6_299_5ae5,b0603_b0603_6_299_5ae5-A_clean_clean,SWISS-MODEL,34396.397400000016,,,,Cytosol,EchoLOCATION predicted,,,
b0604,P77202,dsbG,Thiol:disulfide interchange protein DsbG,REP-1v58,1v58-A_clean,Protein Data Bank,27494.67260000001,5.221336286126703e-07,,116.0,Periplasm,iJL1678,,,
b0605,P0AE08,ahpC,Alkyl hydroperoxide reductase C,REP-5b8a,5b8a-A_clean,Protein Data Bank,20761.185399999988,3.0373266959461314e-05,,51210.0,Cytosol,Heinemann 2016,x,,
b0606,P35340,ahpF,Alkyl hydroperoxide reductase subunit F,REP-4o5q,4o5q-A_clean,Protein Data Bank,56176.43240000001,1.110305716620027e-06,,1872.0,Cytosol,Heinemann 2016,x,,
b0607,P39177,uspG,Universal stress protein UP12,REP-b0607_2_142_4r2l,b0607_2_142_4r2l-A_clean,SWISS-MODEL,15934.990499999996,2.3012746690628762e-07,,388.0,Cytosol,EchoLOCATION experimental,x,,
b0608,P77316,ybdR,Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR,REP-b0608_1_387_4cpd,b0608_1_387_4cpd-A_clean,SWISS-MODEL,44175.0498,,,,Cytosol,EchoLOCATION predicted,,,
b0610,P0AFW4,rnk,Regulator of nucleoside diphosphate kinase,REP-3bmb,3bmb-A_clean,Protein Data Bank,14926.899899999986,1.4056755066183033e-07,,237.0,Cytosol,EchoLOCATION predicted,x,,
b0611,P21338,rna,Ribonuclease I,REP-2pqx,2pqx-A_clean,Protein Data Bank,29617.25599999999,2.2055644656914522e-07,,49.0,Periplasm,Heinemann 2016,,,
b0612,P0AE74,citT,Citrate/succinate antiporter,,,,53091.92080000001,,,,Inner_Membrane,iJL1678,,,
b0613,P77231,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,REP-b0613_54_292_3h9p,b0613_54_292_3h9p-A_clean,SWISS-MODEL,31644.095200000014,,,,Cytosol,iJL1678,,,
b0614,P0A6G5,citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,,,,20270.125400000008,,,,Cytosol,iJL1678,,,
b0615,P75726,citF,Citrate lyase alpha chain,REP-b0615_30_509_1xr4,b0615_30_509_1xr4-A_clean,SWISS-MODEL,55172.079800000116,,,,Cytosol,iJL1678,,,
b0616,P0A9I1,citE,Citrate lyase subunit beta,REP-b0616_9_299_3oyz,b0616_9_299_3oyz-A_clean,SWISS-MODEL,33109.26240000003,,,,Cytosol,iJL1678,,,
b0617,P69330,citD,Citrate lyase acyl carrier protein,,,,10689.159299999988,,,,Cytosol,iJL1678,,,
b0618,P77390,citC,[Citrate [pro-3S]-lyase] ligase,,,,40076.741800000076,,,,Cytosol,iJL1678,,,
b0619,P77510,dpiB,Sensor histidine kinase DpiB,REP-b0619_81_327_2ykh,b0619_81_327_2ykh-A_clean,SWISS-MODEL,61683.34940000022,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0620,P0AEF4,dpiA,Transcriptional regulatory protein DpiA,REP-b0620_4_204_3c3w,b0620_4_204_3c3w-A_clean,SWISS-MODEL,25453.036400000008,,,,Cytosol,EchoLOCATION predicted,,,
b0621,P0ABP3,dcuC,Anaerobic C4-dicarboxylate transporter DcuC,,,,48411.67030000008,,,,Inner_Membrane,iJL1678,,,
b0622,P37001,pagP,Lipid A palmitoyltransferase PagP,REP-3gp6,3gp6-A_clean,Protein Data Bank,21769.293499999996,,,,Outer_Membrane,iJL1678,,,
b0623,P0A972,cspE,Cold shock-like protein CspE,REP-3i2z,3i2z-A_clean,Protein Data Bank,7463.3536,1.0630346879797404e-05,,17923.0,Cytosol,Heinemann 2016,x,,
b0624,P37002,crcB,Putative fluoride ion transporter CrcB,REP-b0624_2_122_5kbn,b0624_2_122_5kbn-A_clean,SWISS-MODEL,13777.133199999982,,,,Inner_Membrane,EchoLOCATION experimental,,,
b0627,P0A843,tatE,Sec-independent protein translocase protein TatE,REP-b0627_1_48_2lzs,b0627_1_48_2lzs-A_clean,SWISS-MODEL,7024.209300000004,,0.00024296153193469535,152.0,Inner_Membrane,iJL1678,x,,
b0628,P60716,lipA,Lipoyl synthase,REP-b0628_38_311_4u0p,b0628_38_311_4u0p-A_clean,SWISS-MODEL,36071.34330000006,3.007077982512573e-07,,507.0,Cytosol,iJL1678,x,,
b0629,P30979,ybeF,Uncharacterized HTH-type transcriptional regulator YbeF,REP-b0629_26_316_2esn,b0629_26_316_2esn-A_clean,SWISS-MODEL,35959.93490000005,,,,Cytosol,EchoLOCATION predicted,,,
b0630,P60720,lipB,Octanoyltransferase,REP-b0630_3_208_1w66,b0630_3_208_1w66-A_clean,SWISS-MODEL,23882.261700000017,2.669004126490449e-08,,45.0,Cytosol,iJL1678,x,,
b0631,P0A8J4,ybeD,UPF0250 protein YbeD,REP-1rwu,1rwu-A_clean,Protein Data Bank,9827.225900000001,3.05571316881751e-06,,5152.0,Cytosol,EchoLOCATION predicted,x,,
b0632,P0AEB2,dacA,D-alanyl-D-alanine carboxypeptidase DacA,REP-3mzf,3mzf-A_clean,Protein Data Bank,44443.43770000003,,0.0024599855108387906,1539.0,Inner_Membrane,iJL1678,x,,
b0633,P10100,rlpA,Endolytic peptidoglycan transglycosylase RlpA,,,,37527.552600000075,,,243.0,Outer_Membrane,Heinemann 2016,,,
b0634,P0ABG7,mrdB,Peptidoglycan glycosyltransferase MrdB,,,,40475.50740000001,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0635,P0AD65,mrdA,"Peptidoglycan D,D-transpeptidase MrdA",REP-b0635_56_613_5lp5,b0635_56_613_5lp5-A_clean,SWISS-MODEL,70855.71530000021,,6.393724524597246e-06,4.0,Inner_Membrane,iJL1678,x,,
b0636,P0A8I8,rlmH,Ribosomal RNA large subunit methyltransferase H,REP-1ns5,1ns5-A_clean,Protein Data Bank,17340.900599999994,3.2028049517885393e-08,,54.0,Cytosol,iJL1678,x,,
b0637,P0AAT6,rsfS,Ribosomal silencing factor RsfS,REP-b0637_1_105_3ups,b0637_1_105_3ups-A_clean,SWISS-MODEL,11582.104699999998,1.9572696927596628e-07,,330.0,Cytosol,Heinemann 2016,x,,
b0638,P52086,cobC,Adenosylcobalamin/alpha-ribazole phosphatase,REP-b0638_1_200_2yn0,b0638_1_200_2yn0-A_clean,SWISS-MODEL,23308.201100000013,,,,Cytosol,iJL1678,,,
b0639,P0A752,nadD,Nicotinate-nucleotide adenylyltransferase,REP-1k4m,1k4m-A_clean,Protein Data Bank,24527.63980000001,1.2455352590288764e-08,,21.0,Cytosol,iJL1678,x,,
b0640,P28630,holA,DNA polymerase III subunit delta,REP-1jr3,1jr3-D_clean,Protein Data Bank,38703.22190000003,,,,Cytosol,EchoLOCATION predicted,,,
b0641,P0ADC1,lptE,LPS-assembly lipoprotein LptE,REP-4rhb,4rhb-B_clean,Protein Data Bank,21356.295199999993,,,312.0,Outer_Membrane,Heinemann 2016,,,
b0642,P07813,leuS,Leucine--tRNA ligase,REP-4arc,4arc-A_clean,Protein Data Bank,97232.6634000005,8.47557088167745e-07,,1429.0,Cytosol,iJL1678,x,,
b0643,P0AAT9,ybeL,Uncharacterized protein YbeL,,,,18796.985800000013,4.922829833304607e-08,,83.0,Cytosol,EchoLOCATION predicted,,,
b0644,P77234,ybeQ,Sel1-repeat-containing protein YbeQ,REP-b0644_12_311_5nnr,b0644_12_311_5nnr-A_clean,SWISS-MODEL,37030.500700000004,,,,Cytosol,EchoLOCATION predicted,,,
b0645,P77627,ybeR,Uncharacterized protein YbeR,,,,27735.818700000007,,,,Cytosol,EchoLOCATION predicted,,,
b0646,P77381,djlB,Uncharacterized J domain-containing protein DjlB,,,,55255.67720000004,,,,Inner_Membrane,EchoLOCATION predicted,,,
b0647,P77296,ybeT,Sel1-repeat-containing protein YbeT,REP-b0647_29_181_5b26,b0647_29_181_5b26-A_clean,SWISS-MODEL,20914.581700000002,,,,Outer_Membrane,EchoLOCATION predicted,,,
b0648,P77427,ybeU,Uncharacterized protein YbeU,,,,27022.13250000002,,,,Cytosol,EchoLOCATION predicted,,,
b0649,P77359,djlC,Uncharacterized J domain-containing protein DjlC,,,,55681.50000000009,,,,Cytosol,EchoLOCATION predicted,,,
b0650,P77319,hscC,Chaperone protein HscC,REP-b0650_7_500_4ani,b0650_7_500_4ani-A_clean,SWISS-MODEL,61985.54110000012,,,,Cytosol,iJL1678,,,
b0651,P41409,rihA,Pyrimidine-specific ribonucleoside hydrolase RihA,REP-1yoe,1yoe-A_clean,Protein Data Bank,33822.52110000001,2.4910705180577527e-08,,42.0,Cytosol,iJL1678,x,,
b0652,P0AAG3,gltL,Glutamate/aspartate import ATP-binding protein GltL,REP-b0652_1_241_4u02,b0652_1_241_4u02-A_clean,SWISS-MODEL,26660.80609999999,3.084182546166741e-08,,52.0,Cytosol,iJL1678,x,,
b0653,P0AER5,gltK,Glutamate/aspartate import permease protein GltK,REP-b0653_5_222_4yms,b0653_5_222_4yms-A_clean,SWISS-MODEL,24914.420400000006,,1.5984311311493116e-06,1.0,Inner_Membrane,iJL1678,x,,
b0654,P0AER3,gltJ,Glutamate/aspartate import permease protein GltJ,REP-b0654_21_238_4yms,b0654_21_238_4yms-A_clean,SWISS-MODEL,27502.363100000002,,,,Inner_Membrane,iJL1678,,,
b0655,P37902,gltI,Glutamate/aspartate import solute-binding protein,REP-b0655_29_276_3vv5,b0655_29_276_3vv5-A_clean,SWISS-MODEL,33419.769799999995,1.5425447803927767e-05,,3427.0,Periplasm,iJL1678,,,
b0656,P0CE51,insH3,Transposase InsH for insertion sequence element IS5D,,,,39326.72140000002,,,,Cytosol,EchoLOCATION predicted,,,
b0657,P23930,lnt,Apolipoprotein N-acyltransferase,REP-5n6h,5n6h-A_clean,Protein Data Bank,57065.09260000003,,3.196862262298623e-06,2.0,Inner_Membrane,iJL1678,x,,
b0658,P0AE78,corC,Magnesium and cobalt efflux protein CorC,REP-4hg0,4hg0-A_clean,Protein Data Bank,33298.111600000026,1.470917829710292e-07,,248.0,Cytosol,Arbitrary assignment,x,,
b0659,P0A898,ybeY,Endoribonuclease YbeY,REP-b0659_1_152_1xm5,b0659_1_152_1xm5-A_clean,SWISS-MODEL,17525.4632,3.6061211309026516e-07,,608.0,Cytosol,Heinemann 2016,x,,
b0660,P0A9K3,ybeZ,PhoH-like protein,,,,39038.217200000065,4.6677916612177416e-07,,787.0,Cytosol,Heinemann 2016,,,
b0661,P0AEI1,miaB,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,REP-b0661_4_440_4jc0,b0661_4_440_4jc0-A_clean,SWISS-MODEL,53662.339300000094,6.109053889522584e-07,,1030.0,Cytosol,iJL1678,x,,
b0662,P75728,ubiF,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",REP-b0662_5_391_4n9x,b0662_5_391_4n9x-A_clean,SWISS-MODEL,42952.99130000003,2.728315329301348e-08,,46.0,Cytosol,iJL1678,x,,
b0674,P22106,asnB,Asparagine synthetase B [glutamine-hydrolyzing],REP-1ct9,1ct9-A_clean,Protein Data Bank,62658.28160000023,6.393747663014899e-07,,1078.0,Cytosol,iJL1678,x,,
b0675,P0AF24,nagD,Ribonucleotide monophosphatase NagD,REP-2c4n,2c4n-A_clean,Protein Data Bank,27162.780400000003,6.672510316226123e-07,,1125.0,Cytosol,EchoLOCATION predicted,x,,
b0676,P0AF20,nagC,N-acetylglucosamine repressor,REP-b0676_13_405_1z05,b0676_13_405_1z05-A_clean,SWISS-MODEL,44540.7136,4.8042074276828093e-08,,81.0,Cytosol,EchoLOCATION predicted,x,,
b0677,P0AF18,nagA,N-acetylglucosamine-6-phosphate deacetylase,REP-1yrr,1yrr-A_clean,Protein Data Bank,40948.62670000001,1.57767799476991e-07,,266.0,Cytosol,iJL1678,x,,
b0678,P0A759,nagB,Glucosamine-6-phosphate deaminase,REP-1fs5,1fs5-A_clean,Protein Data Bank,29773.869800000015,1.0735327708772696e-07,,181.0,Cytosol,iJL1678,x,,
b0679,P09323,nagE,PTS system N-acetylglucosamine-specific EIICBA component,REP-b0679_6_372_5iws,b0679_6_372_5iws-A_clean,SWISS-MODEL,68346.06610000027,,0.00015185095745918459,95.0,Inner_Membrane,iJL1678,x,,
b0680,P00962,glnS,Glutamine--tRNA ligase,REP-1qtq,1qtq-A_clean,Protein Data Bank,63477.14480000018,7.763836447946663e-07,,1309.0,Cytosol,iJL1678,x,,
