Gene,UniProt,NAME,Description,Structure_ID,Structure_file,Structure_source,MW,MOLARITY,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b0490,P77279,fetA,Probable iron export ATP-binding protein FetA,REP-7_214_3d31.1.A_59caa0c87f4bf97250be954a,b0490_7_214_3d31_clean.pdb,SWISS-MODEL,25381.69650000002,,87.0,Inner_Membrane,Heinemann 2016,x,,
b0491,P77307,fetB,Probable iron export permease protein FetB,REP-E00456,E00456_clean-X_clean.pdb,metaTASSER,28164.46340000001,,,Cytosol,Arbitrary assignment,,,
b0492,P77395,ybbN,Uncharacterized protein YbbN,REP-3qou,3qou-A_clean.pdb,Protein Data Bank,31790.672800000004,1.417537747180483e-06,2390.0,Cytosol,Heinemann 2016,x,,
b0493,P0AFP4,ybbO,Uncharacterized oxidoreductase YbbO,REP-15_259_1iol.1.A_59ca185bc730d46fb4455a94,b0493_15_259_1iol_clean.pdb,SWISS-MODEL,29409.843300000004,2.8469377349231462e-08,48.0,Cytosol,EchoLOCATION predicted,x,,
b0494,P0ADA1,tesA,Thioesterase 1/protease 1/lysophospholipase L1,REP-E00459,E00459_clean-X_clean.pdb,metaTASSER,23621.871499999994,7.832004429190054e-07,174.0,Periplasm,iJL1678,,,
b0495,P0A9T8,ybbA,Uncharacterized ABC transporter ATP-binding protein YbbA,REP-6_227_1f3o.1.A_59ca894ac730d442b7ab3be9,b0495_6_227_1f3o_clean.pdb,SWISS-MODEL,24532.6487,1.1862240562179776e-09,2.0,Cytosol,EchoLOCATION predicted,x,,
b0496,P77504,ybbP,Uncharacterized ABC transporter permease YbbP,REP-E00461,E00461_clean-X_clean.pdb,metaTASSER,89331.08540000035,,,Inner_Membrane,EchoLOCATION predicted,,,
b0497,P16919,rhsD,Protein RhsD,REP-RHSD_ECOLI,RHSD_ECOLI_model1_clean-X_clean.pdb,I-TASSER,159722.60090000005,,,Cytosol,EchoLOCATION predicted,,,
b0498,P33668,ybbC,Uncharacterized protein YbbC,REP-E00463,E00463_clean-X_clean.pdb,metaTASSER,14152.25999999999,,,Outer_Membrane,EchoLOCATION predicted,,,
b0499,P77759,ylbH,Putative uncharacterized protein YlbH,,,,26959.823300000022,,,Cytosol,EchoLOCATION predicted,,,
b0501,P33669,ybbD,Putative uncharacterized protein YbbD,,,,10051.745599999995,,,Inner_Membrane,EchoLOCATION predicted,,,
b0502,P77688,ylbG,Putative uncharacterized protein YlbG,REP-12_117_2lvs.1.A_59cc40c4a52be7bef507f619,b0502_12_117_2lvs_clean.pdb,SWISS-MODEL,13915.634499999987,,,Cytosol,EchoLOCATION predicted,,,
b0503,P33667,selU,tRNA 2-selenouridine synthase,REP-E00464,E00464_clean-X_clean.pdb,metaTASSER,41110.31730000004,,,Cytosol,Arbitrary assignment,,,
b0504,P0ACR0,allS,HTH-type transcriptional activator AllS,REP-2_299_3k1m.1.B_59f2bef5eb80f79f6f001472,b0504_2_299_3k1m_clean.pdb,SWISS-MODEL,34511.25800000004,,,Cytosol,EchoLOCATION predicted,,,
b0505,P77731,allA,Ureidoglycolate lyase,REP-1xsq,1xsq-A_clean.pdb,Protein Data Bank,18169.33249999999,,,Cytosol,iJL1678,,,
b0506,P0ACN4,allR,HTH-type transcriptional repressor AllR,REP-22_266_2xrn.1.A_59ca0b6f7f4bf99809fed1ac,b0506_22_266_2xrn_clean.pdb,SWISS-MODEL,29269.324400000012,7.41390035136236e-08,125.0,Cytosol,EchoLOCATION predicted,x,,
b0507,P0AEP7,gcl,Glyoxylate carboligase,REP-2pan,2pan-A_clean.pdb,Protein Data Bank,64731.0383000001,,,Cytosol,iJL1678,,,
b0508,P30147,hyi,Hydroxypyruvate isomerase,REP-1_258_3ngf.1.A_59ca2ed0b4c26875afee2e3d,b0508_1_258_3ngf_clean.pdb,SWISS-MODEL,29377.108600000014,,,Cytosol,iJL1678,,,
b0509,P77161,glxR,2-hydroxy-3-oxopropionate reductase,REP-1yb4,1yb4-A_clean.pdb,Protein Data Bank,30800.236500000025,,,Cytosol,iJL1678,,,
b0510,P75711,ybbV,Uncharacterized protein YbbV,,,,10843.96599999999,,,Inner_Membrane,EchoLOCATION predicted,,,
b0511,P75712,ybbW,Putative allantoin permease,REP-E00471,E00471_clean-X_clean.pdb,metaTASSER,52455.427700000015,,,Inner_Membrane,iJL1678,,,
b0512,P77671,allB,Allantoinase,REP-3e74,3e74-A_clean.pdb,Protein Data Bank,49601.06460000006,,,Cytosol,iJL1678,,,
b0513,P77328,ybbY,Putative purine permease YbbY,REP-E00473,E00473_clean-X_clean.pdb,metaTASSER,47238.79450000002,,,Inner_Membrane,EchoLOCATION predicted,,,
b0514,P77364,glxK,Glycerate 3-kinase,REP-1_380_3cwc.1.B_59f23f82c730d41535d5856c,b0514_1_380_3cwc_clean.pdb,SWISS-MODEL,38734.06629999998,,,Cytosol,iJL1678,,,
b0515,P75713,allE,(S)-ureidoglycine aminohydrolase,REP-9_261_1rc6.1.A_59ca2ea3b4c268662e5d0ae0,b0515_9_261_1rc6_clean.pdb,SWISS-MODEL,28730.082400000003,,,Cytosol,Arbitrary assignment,,,
b0516,P77425,allC,Allantoate amidohydrolase,REP-4pxd,4pxd-A_clean.pdb,Protein Data Bank,45693.48650000005,,,Cytosol,iJL1678,,,
b0517,P77555,allD,Ureidoglycolate dehydrogenase (NAD(+)),REP-1xrh,1xrh-A_clean.pdb,Protein Data Bank,37966.6857,,,Cytosol,iJL1678,,,
b0518,Q47208,fdrA,Protein FdrA,REP-E00478,E00478_clean-X_clean.pdb,metaTASSER,58595.39270000018,,,Inner_Membrane,EchoLOCATION predicted,,,
b0520,P0AAS5,ylbF,Uncharacterized protein YlbF,REP-E00479,E00479_clean-X_clean.pdb,metaTASSER,29596.75089999999,,,Cytosol,EchoLOCATION predicted,,,
b0521,P37306,arcC,Carbamate kinase,REP-2_295_1e19.1.A_59fca011573f20434ced6abd,b0521_2_295_1e19_clean.pdb,SWISS-MODEL,31643.7491,,,Cytosol,iJL1678,,,
b0522,P09029,purK,N5-carboxyaminoimidazole ribonucleotide synthase,REP-3eth,3eth-A_clean.pdb,Protein Data Bank,39460.63929999998,1.7674738437647862e-07,298.0,Cytosol,iJL1678,x,,
b0523,P0AG18,purE,N5-carboxyaminoimidazole ribonucleotide mutase,REP-1qcz,1qcz-A_clean.pdb,Protein Data Bank,17780.10779999999,1.539125712942826e-06,2595.0,Cytosol,iJL1678,x,,
b0524,P43341,lpxH,"UDP-2,3-diacylglucosamine hydrolase",REP-2_240_5b49.1.A_59ea11d378ed582214d5a08b,b0524_2_240_5b49_clean.pdb,SWISS-MODEL,26893.868100000018,,,Cytosol,iJL1678,,,
b0525,P23869,ppiB,Peptidyl-prolyl cis-trans isomerase B,REP-1lop,1lop-A_clean.pdb,Protein Data Bank,18153.26669999998,9.679588298738696e-07,1632.0,Cytosol,Heinemann 2016,x,,
b0526,P21888,cysS,Cysteine--tRNA ligase,REP-1u0b,1u0b-B_clean.pdb,Protein Data Bank,52201.51890000013,3.6595012134324605e-07,617.0,Cytosol,iJL1678,x,,
b0527,P45570,ybcI,Inner membrane protein YbcI,REP-E00486,E00486_clean-X_clean.pdb,metaTASSER,19530.208399999996,,,Inner_Membrane,EchoLOCATION predicted,,,
b0528,P0AAS7,ybcJ,Uncharacterized protein YbcJ,REP-1p9k,1p9k-A_clean.pdb,Protein Data Bank,7389.452700000003,2.111478820068e-07,356.0,Cytosol,EchoLOCATION predicted,x,,
b0529,P24186,folD,Bifunctional protein FolD,REP-1b0a,1b0a-A_clean.pdb,Protein Data Bank,31043.375400000026,9.721106140706325e-07,1639.0,Cytosol,iJL1678,x,,
b0530,P0ABW5,sfmA,Uncharacterized fimbrial-like protein SfmA,REP-26_180_4j3o.1.D_59cc629a7aaa0d949efe6836,b0530_26_180_4j3o_clean.pdb,SWISS-MODEL,18474.277699999977,,,Periplasm,EchoLOCATION predicted,,,
b0531,P77249,sfmC,Probable fimbrial chaperone SfmC,REP-E00490,E00490_clean-X_clean.pdb,metaTASSER,25457.335399999996,,,Periplasm,EchoLOCATION predicted,,,
b0532,P77468,sfmD,Outer membrane usher protein SfmD,REP-61_862_3rfz.1.B_59cdda2ceb80f7b3e228f371,b0532_61_862_3rfz_clean.pdb,SWISS-MODEL,95675.79980000059,,,Outer_Membrane,EchoLOCATION predicted,,,
b0533,P75715,sfmH,Uncharacterized fimbrial-like protein SfmH,REP-12_327_5afo.1.A_59f25acce6291d96bb117027,b0533_12_327_5afo_clean.pdb,SWISS-MODEL,35695.33700000002,,,Cytosol,EchoLOCATION predicted,,,
b0534,P38052,sfmF,Uncharacterized fimbrial-like protein SfmF,REP-E00493,E00493_clean-X_clean.pdb,metaTASSER,18222.431799999984,,,Periplasm,EchoLOCATION predicted,,,
b0535,P0AEL8,fimZ,Fimbriae Z protein,REP-3_210_4if4.1.A_59cadff2afa358ae4d7ddd94,b0535_3_210_4if4_clean.pdb,SWISS-MODEL,23663.250500000035,,,Cytosol,EchoLOCATION predicted,,,
b0537,P24218,intD,Prophage integrase IntD,REP-29_366_5jjv.1.B_59c91b2f7aaa0d9c0433c894,b0537_29_366_5jjv_clean.pdb,SWISS-MODEL,45089.604000000116,,,Cytosol,EchoLOCATION predicted,,,
b0539,P75717,exoD,Putative uncharacterized protein ExoD,REP-1_87_3sm4.1.A_59ccd85dc730d484601f2565,b0539_1_87_3sm4_clean.pdb,SWISS-MODEL,10508.9776,,,Cytosol,Arbitrary assignment,,,
b0540,P0CF68,insE3,Transposase InsE for insertion sequence IS3C,,,,11543.005199999989,,,Cytosol,Arbitrary assignment,,,
b0541,P0CF81,insF3,Transposase InsF for insertion sequence IS3C,REP-3_275_5hoo.1.B_59c9da31ad01f04c4090d532,b0541_3_275_5hoo_clean.pdb,SWISS-MODEL,33540.03960000001,,,Cytosol,EchoLOCATION predicted,,,
b0542,P75718,renD,Putative protein RenD,,,,7173.335800000003,,,Cytosol,EchoLOCATION predicted,,,
b0543,P23895,emrE,Multidrug transporter EmrE,REP-3b5d,3b5d-A_clean.pdb,Protein Data Bank,11958.22929999999,,,Inner_Membrane,EchoLOCATION experimental,,,
b0544,P77698,ybcK,Uncharacterized protein YbcK,REP-E00499,E00499_clean-X_clean.pdb,metaTASSER,57526.207100000014,,,Cytosol,EchoLOCATION predicted,,,
b0545,P77368,ybcL,UPF0098 protein YbcL,REP-22_183_1fux.1.A_59cb5d34c730d442056cac06,b0545_22_183_1fux_clean.pdb,SWISS-MODEL,19475.7204,,,Periplasm,EchoLOCATION experimental,,,
b0546,P77634,ybcM,Uncharacterized HTH-type transcriptional regulator YbcM,REP-6_264_5suw.1.A_59ca254ec730d4856d8d51af,b0546_6_264_5suw_clean.pdb,SWISS-MODEL,30840.349800000047,,,Cytosol,EchoLOCATION predicted,,,
b0547,Q47269,ybcN,Uncharacterized protein YbcN,REP-15_138_2bvd.1.A_59cc07e714055044a59207df,b0547_15_138_2bvd_clean.pdb,SWISS-MODEL,17432.82159999999,,,Cytosol,EchoLOCATION predicted,,,
b0548,Q47270,ninE,Prophage NinE homolog,REP-E00504,E00504_clean-X_clean.pdb,metaTASSER,6493.664000000001,,,Cytosol,EchoLOCATION predicted,,,
b0549,P68661,ybcO,Uncharacterized protein YbcO,REP-3g27,3g27-A_clean.pdb,Protein Data Bank,10347.902799999996,,,Cytosol,EchoLOCATION predicted,,,
b0550,P0AG74,rusA,Crossover junction endodeoxyribonuclease RusA,REP-2h8e,2h8e-A_clean.pdb,Protein Data Bank,13845.756499999983,,,Cytosol,EchoLOCATION predicted,,,
b0551,Q47274,quuD,Prophage antitermination protein Q homolog QuuD,REP-E00508,E00508_clean-X_clean.pdb,metaTASSER,14176.376199999993,,,Cytosol,Arbitrary assignment,,,
b0552,P0CE50,insH2,Transposase InsH for insertion sequence element IS5B,,,,39326.72140000002,,,Cytosol,EchoLOCATION predicted,,,
b0553,P21420,nmpC,Putative outer membrane porin protein NmpC,REP-25_365_2xe5.1.A_59f202567aaa0d059d583e65,b0553_25_365_2xe5_clean.pdb,SWISS-MODEL,40301.85680000003,,107.0,Outer_Membrane,EchoLOCATION experimental,,,
b0554,P0A9R2,essD,Prophage lysis protein S homolog EssD,REP-E00510,E00510_clean-X_clean.pdb,metaTASSER,7777.965999999997,,,Inner_Membrane,EchoLOCATION predicted,,,
b0555,P78285,rrrD,Lysozyme RrrD,REP-4zpu,4zpu-A_clean.pdb,Protein Data Bank,17971.599199999986,,,Cytosol,Arbitrary assignment,,,
b0556,P75719,rzpD,Prophage Rz endopeptidase RzpD,REP-29_148_4uy3.1.A_59cbfa6e140550835e928439,b0556_29_148_4uy3_clean.pdb,SWISS-MODEL,17225.487399999987,,,Periplasm,EchoLOCATION predicted,,,
b0557,P77330,borD,Prophage lipoprotein Bor homolog,REP-E00514,E00514_clean-X_clean.pdb,metaTASSER,10447.159099999993,,3552.0,Outer_Membrane,Heinemann 2016,,,
b0558,P77598,ybcV,Uncharacterized protein YbcV,REP-2hh8,2hh8-A_clean.pdb,Protein Data Bank,16413.52019999999,,,Cytosol,EchoLOCATION predicted,,,
b0559,P64435,ybcW,Uncharacterized protein YbcW,REP-E00516,E00516_clean-X_clean.pdb,metaTASSER,7623.650699999999,,,Cytosol,EchoLOCATION predicted,,,
b0560,P31062,nohD,DNA-packaging protein NU1 homolog,REP-E00518,E00518_clean-X_clean.pdb,metaTASSER,20427.841800000002,,,Cytosol,Arbitrary assignment,,,
b0561,P77699,tfaD,Putative protein TfaD,,,,21202.561300000012,,,Cytosol,EchoLOCATION predicted,,,
b0562,P77460,ybcY,Putative uncharacterized protein YbcY,REP-16_192_3dtn.1.A_59cb2ad4afa358960fb22442,b0562_16_192_3dtn_clean.pdb,SWISS-MODEL,21120.735199999996,,,Cytosol,EchoLOCATION predicted,,,
b0563,P77087,tfaX,Putative uncharacterized protein TfaX,,,,7087.746299999998,,,Cytosol,Arbitrary assignment,,,
b0564,P05052,appY,HTH-type transcriptional regulator AppY,REP-3_239_5suw.1.A_59ca4d71d823ccdf85fc154d,b0564_3_239_5suw_clean.pdb,SWISS-MODEL,28763.15760000005,,,Cytosol,EchoLOCATION predicted,,,
b0565,P09169,ompT,Protease 7,REP-1i78,1i78-A_clean.pdb,Protein Data Bank,35561.85559999997,,13138.0,Outer_Membrane,Heinemann 2016,,,
b0566,P10805,envY,Porin thermoregulatory protein EnvY,REP-6_249_5suw.1.A_59ca42d2140550bf68c64144,b0566_6_249_5suw_clean.pdb,SWISS-MODEL,29018.54680000003,,,Cytosol,EchoLOCATION predicted,,,
b0567,P37325,ybcH,Uncharacterized protein YbcH,REP-15_293_4h41.1.A_59fca6f23d4e1d189be66052,b0567_15_293_4h41_clean.pdb,SWISS-MODEL,33056.37179999999,,,Periplasm,EchoLOCATION predicted,,,
b0568,P31600,nfrA,Bacteriophage adsorption protein A,REP-E00523,E00523_clean-X_clean.pdb,metaTASSER,111306.79340000064,,,Outer_Membrane,EchoLOCATION predicted,,,
b0569,P0AFA5,nfrB,Bacteriophage adsorption protein B,REP-E00524,E00524_clean-X_clean.pdb,metaTASSER,85318.34670000039,,,Inner_Membrane,EchoLOCATION predicted,,,
b0570,P77485,cusS,Sensor kinase CusS,REP-E00525,E00525_clean-X_clean.pdb,metaTASSER,53737.40660000012,,72.0,Inner_Membrane,Heinemann 2016,x,,
b0571,P0ACZ8,cusR,Transcriptional regulatory protein CusR,REP-1_224_4s04.1.A_59ca9723573f209c5f595afd,b0571_1_224_4s04_clean.pdb,SWISS-MODEL,25394.2236,3.558672168653932e-07,600.0,Cytosol,Heinemann 2016,x,,
b0572,P77211,cusC,Cation efflux system protein CusC,REP-4k7r,4k7r-A_clean.pdb,Protein Data Bank,50268.96990000011,,1295.0,Outer_Membrane,iJL1678,,,
b0573,P77214,cusF,Cation efflux system protein CusF,REP-32_110_2qcp.1.A_59cc737da52be75225d50c7f,b0573_32_110_2qcp_clean.pdb,SWISS-MODEL,12251.023899999993,0.0001143472646661748,25404.0,Periplasm,iJL1678,,,
b0574,P77239,cusB,Cation efflux system protein CusB,REP-E00529,E00529_clean-X_clean.pdb,metaTASSER,44304.35140000011,7.381889232110166e-06,1640.0,Periplasm,iJL1678,,,
b0575,P38054,cusA,Cation efflux system protein CusA,REP-4dnt,4dnt-A_clean.pdb,Protein Data Bank,114705.74870000072,,202.0,Inner_Membrane,iJL1678,x,,
b0576,P24207,pheP,Phenylalanine-specific permease,REP-E00531,E00531_clean-X_clean.pdb,metaTASSER,50676.694800000056,,4.0,Inner_Membrane,iJL1678,x,,
b0577,P0AAT4,ybdG,Miniconductance mechanosensitive channel YbdG,REP-E00532,E00532_clean-X_clean.pdb,metaTASSER,46602.08320000004,,6.0,Inner_Membrane,EchoLOCATION predicted,x,,
b0578,P38489,nfsB,Oxygen-insensitive NAD(P)H nitroreductase,REP-1icr,1icr-A_clean.pdb,Protein Data Bank,23904.896500000003,9.056820669224258e-07,1527.0,Cytosol,iJL1678,x,,
b0579,P0AAT2,ybdF,Uncharacterized protein YbdF,REP-8_121_2a1v.1.A_59cc409da52be7bef507f340,b0579_8_121_2a1v_clean.pdb,SWISS-MODEL,14050.148699999985,,,Cytosol,EchoLOCATION predicted,,,
b0580,P77506,ybdJ,Uncharacterized protein YbdJ,REP-E00535,E00535_clean-X_clean.pdb,metaTASSER,9403.404299999995,,,Inner_Membrane,EchoLOCATION predicted,,,
b0581,P77213,ybdK,Putative glutamate--cysteine ligase 2,REP-1r8g,1r8g-A_clean.pdb,Protein Data Bank,41687.87660000003,5.931120281089888e-10,1.0,Cytosol,EchoLOCATION predicted,x,,
b0582,P0CF92,insL2,Putative transposase InsL for insertion sequence element IS186B,,,,40908.327300000026,,,Cytosol,Arbitrary assignment,,,
b0583,P19925,entD,Enterobactin synthase component D,REP-E00539,E00539_clean-X_clean.pdb,metaTASSER,23258.283900000013,,,Cytosol,iJL1678,,,
b0584,P05825,fepA,Ferrienterobactin receptor,REP-1fep,1fep-A_clean.pdb,Protein Data Bank,82105.8793000004,,258.0,Outer_Membrane,iJL1678,,,
b0585,P13039,fes,Enterochelin esterase,REP-3c8h,3c8h-A_clean.pdb,Protein Data Bank,45651.37860000007,5.338008252980899e-09,9.0,Cytosol,iJL1678,x,,
b0586,P11454,entF,Enterobactin synthase component F,REP-5ja1,5ja1-A_clean.pdb,Protein Data Bank,141989.2243000003,2.8469377349231462e-08,48.0,Cytosol,iJL1678,x,,
b0587,P26266,fepE,Ferric enterobactin transport protein FepE,REP-E00544,E00544_clean-X_clean.pdb,metaTASSER,42099.01140000004,,,Inner_Membrane,EchoLOCATION predicted,,,
b0588,P23878,fepC,Ferric enterobactin transport ATP-binding protein FepC,REP-5_258_4g1u.1.C_59ca092a7f4bf9351d698c26,b0588_5_258_4g1u_clean.pdb,SWISS-MODEL,29783.762000000024,5.338008252980899e-09,9.0,Cytosol,iJL1678,x,,
b0589,P23877,fepG,Ferric enterobactin transport system permease protein FepG,REP-17_329_5b57.1.A_59f24e93afa3583718ffcc4e,b0589_17_329_5b57_clean.pdb,SWISS-MODEL,34909.797400000025,,,Inner_Membrane,iJL1678,,,
b0590,P23876,fepD,Ferric enterobactin transport system permease protein FepD,REP-17_332_5b58.1.A_59f2441feb80f7cfce464720,b0590_17_332_5b58_clean.pdb,SWISS-MODEL,33870.90310000001,,,Inner_Membrane,iJL1678,,,
b0591,P24077,entS,Enterobactin exporter EntS,REP-E00548,E00548_clean-X_clean.pdb,metaTASSER,43281.44640000003,,,Inner_Membrane,iJL1678,,,
b0592,P0AEL6,fepB,Ferrienterobactin-binding periplasmic protein,REP-3tlk,3tlk-A_clean.pdb,Protein Data Bank,34282.63130000001,3.330852458391173e-07,74.0,Periplasm,iJL1678,,,
b0593,P0AEJ2,entC,Isochorismate synthase EntC,REP-3hwo,3hwo-A_clean.pdb,Protein Data Bank,42931.128800000064,1.5658157542077303e-07,264.0,Cytosol,iJL1678,x,,
b0594,P10378,entE,Enterobactin synthase component E,REP-4iz6,4iz6-A_clean.pdb,Protein Data Bank,59111.4352000001,4.74489622487191e-08,80.0,Cytosol,iJL1678,x,,
b0595,P0ADI4,entB,Enterobactin synthase component B,REP-2fq1,2fq1-A_clean.pdb,Protein Data Bank,32553.98120000002,1.2277418981856068e-07,207.0,Cytosol,iJL1678,x,,
b0596,P15047,entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",REP-2fwm,2fwm-X_clean.pdb,Protein Data Bank,26249.354199999998,1.1031883722827191e-07,186.0,Cytosol,iJL1678,x,,
b0597,P0A8Y8,entH,Proofreading thioesterase EntH,REP-4k4c,4k4c-A_clean.pdb,Protein Data Bank,14969.957699999995,1.364157664650674e-08,23.0,Cytosol,Heinemann 2016,x,,
b0598,P15078,cstA,Carbon starvation protein A,REP-E00555,E00555_clean-X_clean.pdb,metaTASSER,75104.36590000035,,83.0,Inner_Membrane,Heinemann 2016,x,,
b0599,P45579,hcxA,Hydroxycarboxylate dehydrogenase A,REP-11_361_4p53.1.A_59f1f772ad01f0a6f489ae86,b0599_11_361_4p53_clean.pdb,SWISS-MODEL,39091.13690000001,1.625126957018629e-07,274.0,Cytosol,Arbitrary assignment,x,,
b0600,P77806,ybdL,Methionine aminotransferase,REP-1u08,1u08-A_clean.pdb,Protein Data Bank,42962.416000000034,3.795916979897528e-08,64.0,Cytosol,Heinemann 2016,x,,
b0601,P77174,ybdM,Uncharacterized protein YbdM,REP-E00559,E00559_clean-X_clean.pdb,metaTASSER,23943.085800000008,,,Cytosol,EchoLOCATION predicted,,,
b0602,P77216,ybdN,Uncharacterized protein YbdN,REP-E00560,E00560_clean-X_clean.pdb,metaTASSER,47826.16599999997,,,Cytosol,EchoLOCATION predicted,,,
b0603,P77746,ybdO,Uncharacterized HTH-type transcriptional regulator YbdO,REP-6_299_5ae5.1.A_59fc9451573f20ade4bc305f,b0603_6_299_5ae5_clean.pdb,SWISS-MODEL,34396.397400000016,,,Cytosol,EchoLOCATION predicted,,,
b0604,P77202,dsbG,Thiol:disulfide interchange protein DsbG,REP-1v58,1v58-A_clean.pdb,Protein Data Bank,27494.67260000001,5.221336286126703e-07,116.0,Periplasm,iJL1678,,,
b0605,P0AE08,ahpC,Alkyl hydroperoxide reductase C,REP-5b8a,5b8a-A_clean.pdb,Protein Data Bank,20761.185399999988,3.0373266959461314e-05,51210.0,Cytosol,Heinemann 2016,x,,
b0606,P35340,ahpF,Alkyl hydroperoxide reductase subunit F,REP-4o5q,4o5q-A_clean.pdb,Protein Data Bank,56176.43240000001,1.110305716620027e-06,1872.0,Cytosol,Heinemann 2016,x,,
b0607,P39177,uspG,Universal stress protein UP12,REP-2_142_4r2l.1.A_59cbf6c9140550a9d91fcb4c,b0607_2_142_4r2l_clean.pdb,SWISS-MODEL,15934.990499999996,2.3012746690628762e-07,388.0,Cytosol,EchoLOCATION experimental,x,,
b0608,P77316,ybdR,Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR,REP-1_387_4cpd.1.A_59f2a6a0eb80f743a4f51a48,b0608_1_387_4cpd_clean.pdb,SWISS-MODEL,44175.0498,,,Cytosol,EchoLOCATION predicted,,,
b0610,P0AFW4,rnk,Regulator of nucleoside diphosphate kinase,REP-3bmb,3bmb-A_clean.pdb,Protein Data Bank,14926.899899999986,1.4056755066183033e-07,237.0,Cytosol,EchoLOCATION predicted,x,,
b0611,P21338,rna,Ribonuclease I,REP-2pqx,2pqx-A_clean.pdb,Protein Data Bank,29617.25599999999,2.2055644656914522e-07,49.0,Periplasm,Heinemann 2016,,,
b0612,P0AE74,citT,Citrate/succinate antiporter,REP-E00569,E00569_clean-X_clean.pdb,metaTASSER,53091.92080000001,,,Inner_Membrane,iJL1678,,,
b0613,P77231,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,REP-E00570,E00570_clean-X_clean.pdb,metaTASSER,31644.095200000014,,,Cytosol,iJL1678,,,
b0614,P0A6G5,citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,REP-E00571,E00571_clean-X_clean.pdb,metaTASSER,20270.125400000008,,,Cytosol,iJL1678,,,
b0615,P75726,citF,Citrate lyase alpha chain,REP-30_509_1xr4.1.A_59ca5842c730d446b09b5250,b0615_30_509_1xr4_clean.pdb,SWISS-MODEL,55172.079800000116,,,Cytosol,iJL1678,,,
b0616,P0A9I1,citE,Citrate lyase subunit beta,REP-9_299_3oyz.1.A_59f2d77aafa358a8c0f216ad,b0616_9_299_3oyz_clean.pdb,SWISS-MODEL,33109.26240000003,,,Cytosol,iJL1678,,,
b0617,P69330,citD,Citrate lyase acyl carrier protein,REP-E00574,E00574_clean-X_clean.pdb,metaTASSER,10689.159299999988,,,Cytosol,iJL1678,,,
b0618,P77390,citC,[Citrate [pro-3S]-lyase] ligase,REP-E00575,E00575_clean-X_clean.pdb,metaTASSER,40076.741800000076,,,Cytosol,iJL1678,,,
b0619,P77510,dpiB,Sensor histidine kinase DpiB,REP-E00576,E00576_clean-X_clean.pdb,metaTASSER,61683.34940000022,,,Inner_Membrane,EchoLOCATION predicted,,,
b0620,P0AEF4,dpiA,Transcriptional regulatory protein DpiA,REP-4_204_3c3w.1.A_59caa2547f4bf92189dcb7f8,b0620_4_204_3c3w_clean.pdb,SWISS-MODEL,25453.036400000008,,,Cytosol,EchoLOCATION predicted,,,
b0621,P0ABP3,dcuC,Anaerobic C4-dicarboxylate transporter DcuC,REP-E00578,E00578_clean-X_clean.pdb,metaTASSER,48411.67030000008,,,Inner_Membrane,iJL1678,,,
b0622,P37001,pagP,Lipid A palmitoyltransferase PagP,REP-26_186_1mm5.1.A_5a1b8a4978ed58367986727f,b0622_26_186_1mm5_clean.pdb,SWISS-MODEL,21769.293499999996,,,Outer_Membrane,iJL1678,,,
b0623,P0A972,cspE,Cold shock-like protein CspE,REP-3i2z,3i2z-A_clean.pdb,Protein Data Bank,7463.3536,1.0630346879797404e-05,17923.0,Cytosol,Heinemann 2016,x,,
b0624,P37002,crcB,Putative fluoride ion transporter CrcB,REP-2_122_5kbn.1.A_59cc2c34a52be7a83e08f680,b0624_2_122_5kbn_clean.pdb,SWISS-MODEL,13777.133199999982,,,Inner_Membrane,EchoLOCATION experimental,,,
b0627,P0A843,tatE,Sec-independent protein translocase protein TatE,REP-E00582,E00582_clean-X_clean.pdb,metaTASSER,7024.209300000004,,152.0,Inner_Membrane,iJL1678,x,,
b0628,P60716,lipA,Lipoyl synthase,REP-E00583,E00583_clean-X_clean.pdb,metaTASSER,36071.34330000006,3.007077982512573e-07,507.0,Cytosol,iJL1678,x,,
b0629,P30979,ybeF,Uncharacterized HTH-type transcriptional regulator YbeF,REP-26_316_2esn.1.D_59f28fe97aaa0d549b0cf984,b0629_26_316_2esn_clean.pdb,SWISS-MODEL,35959.93490000005,,,Cytosol,EchoLOCATION predicted,,,
b0630,P60720,lipB,Octanoyltransferase,REP-3_208_1w66.1.A_59cae52bafa358569fd51cf9,b0630_3_208_1w66_clean.pdb,SWISS-MODEL,23882.261700000017,2.669004126490449e-08,45.0,Cytosol,iJL1678,x,,
b0631,P0A8J4,ybeD,UPF0250 protein YbeD,REP-1rwu,1rwu-A_clean.pdb,Protein Data Bank,9827.225900000001,3.05571316881751e-06,5152.0,Cytosol,EchoLOCATION predicted,x,,
b0632,P0AEB2,dacA,D-alanyl-D-alanine carboxypeptidase DacA,REP-3mzf,3mzf-A_clean.pdb,Protein Data Bank,44443.43770000003,,1539.0,Inner_Membrane,iJL1678,x,,
b0633,P10100,rlpA,Endolytic peptidoglycan transglycosylase RlpA,REP-E00588,E00588_clean-X_clean.pdb,metaTASSER,37527.552600000075,,243.0,Outer_Membrane,Heinemann 2016,,,
