Gene Name	Function	Subcellular Location	Predicted Molecular weight (Da)	Number of TMH (HMMTOP / TMHMM)	Signal Peptide Cleavage Prob
barA	Regulator of rpoS; required for catalase (KatE) ex ... ...	Integral Membrane Protein	102453.62	2 / 2	None
menB	1;4-Dihydroxy-2-naphthoate synthase	Cytoplasmic	31633.25	0 / 0	None
ubiC	Chorismate lyase	Cytoplasmic	23075.12	0 / 0	None
ubiA	 The cellular location of this protein was experimentally confirmed 4-Hydroxybenzoate polyprenyltransferase	Integral Membrane Protein	32511.89	9 / 7	None
yfhB	Function unknown	Membrane anchored	21941.7	1 / 1	None
tadA	A34-tRNA adenosine deaminase; point mutation confe ... ...	Cytoplasmic	20026.22	1 / 0	None
yfhD	Function unknown; Rob regulon	Periplasmic	53158.01	1 / 1	51.2%
folK	6-Hydroxymethyl-7;8-dihydropterin pyrophosphokinas ... ...	Cytoplasmic	18078.85	0 / 0	None
folE	GTP cyclohydrolase I	Cytoplasmic	24830.72	0 / 0	None
sufI	 The cellular location of this protein was experimentally confirmed Suppressor of ftsI; periplasmic protein translocat ... ...	Periplasmic	51858.34	1 / 0	99%
plsC	 The cellular location of this protein was experimentally confirmed 1-Acyl-n-glycerol-3-phosphate acyltransferase; aff ... ...	Membrane anchored	27453.26	2 / 1	None
sufA	First gene in sufABCDSE operon involved in iron-su ... ...	Cytoplasmic	13300.17	0 / 0	None
appB	Cytochrome bd-II oxidase subunit II	Integral Membrane Protein	42424.06	9 / 8	None
appC	Cytochrome bd-II oxidase subunit I	Integral Membrane Protein	57920.11	9 / 9	None
glgS	Glycogen synthesis protein; controlled by RpoS (st ... ...	Cytoplasmic	7891.94	0 / 0	None
elbB	Involved in isoprenoid biosynthesis	Cytoplasmic	23327.12	0 / 0	None
ahpC	Alkyl hydroperoxide reductase; subunit C; reduced ... ...	Cytoplasmic	20761.5	0 / 0	None
ahpF	NAD(P)H:peroxiredoxin oxidoreductase; reduces AhpC ... ...	Cytoplasmic	57401.81	0 / 0	None
amyA	Alpha-amylase; cytoplasmic	Cytoplasmic	56639.56	0 / 0	None
fliS	Flagellar synthesis; flagellar regulon	Cytoplasmic	14950.14	0 / 0	None
fliT	Flagellar synthesis; flagellar regulon	Cytoplasmic	13828.88	0 / 0	None
uspA	 The cellular location of this protein was experimentally confirmed Global regulatory gene for stress response	Cytoplasmic	16066.44	0 / 0	None
osmY	 The cellular location of this protein was experimentally confirmed Periplasmic; RpoS dependent protein (stationary ph ... ...	Periplasmic	21073.76	0 / 0	99.9%
nhaB	sodium:proton antiporter; member of NhaB Na+:H+ an ... ...	Integral Membrane Protein	56728.65	12 / 12	None
dsbB	Protein disulfide isomerase (PDI) or PDI-like prot ... ...	Integral Membrane Protein	20142.31	4 / 4	86.7%
fabR	Transcriptional repressor of fabA and fabB	Cytoplasmic	26553.42	0 / 0	None
yijD	Function unknown	Integral Membrane Protein	13023.57	4 / 4	98.1%
ubiD	3-octaprenyl-4-hydroxybenzoate carboxylyase; ubiqu ... ...	Cytoplasmic	55603.94	0 / 0	None
hdeA	 The cellular location of this protein was experimentally confirmed Periplasmic chaperone of acid-denatured proteins; ... ...	Periplasmic	11857.67	0 / 1	98.6%
hdeB	 The cellular location of this protein was experimentally confirmed Periplasmic protein; repressed by H-NS	Periplasmic	12522.48	1 / 0	95.4%
yhiD	predicted membrane protein	Integral Membrane Protein	23213.45	4 / 5	None
psiF	pho regulon member; requiring PhoRB system	Periplasmic	12345.38	1 / 1	96.1%
treC	Trehalose-6-phosphate hydrolase; osmoprotectant	Cytoplasmic	63837.88	0 / 0	None
ppx	Exopolyphosphatase	Cytoplasmic	58136.18	2 / 0	None
ychF	Function unknown; probable GTPase	Cytoplasmic	39667.45	0 / 0	None
cydD	cysteine transporter subunit; ATP-binding and memb ... ...	Integral Membrane Protein	65056.39	6 / 5	None
ribC	Riboflavin synthase alpha-chain; homotrimer associ ... ...	Cytoplasmic	23444.99	0 / 0	None
dadA	D-amino acid dehydrogenase subunit	Cytoplasmic	47607.47	0 / 0	None
dadX	Alanine racemase; homodimeric	Cytoplasmic	38844.77	0 / 0	None
lpxK	Lipid A 4 kinase	Integral Membrane Protein	35589.4	0 / 1	None
yjgA	Function unknown	Cytoplasmic	21359.33	0 / 0	None
glnD	Bifunctional uridylyltransferase/uridylyl-removing ... ...	Cytoplasmic	102390.47	0 / 0	None
holA	DNA polymerase III; delta-subunit	Cytoplasmic	38703.82	0 / 0	None
holC	DNA polymerase III; chi-subunit	Cytoplasmic	16632.82	0 / 0	None
holD	DNA polymerase; psi-subunit	Cytoplasmic	15174.4	0 / 0	None
dps	 The cellular location of this protein was experimentally confirmed Stress response DNA-binding protein; starvation-in ... ...	Cytoplasmic	18695.36	0 / 0	None
nrdD	Ribonucleotide reductase; class III; anaerobic	Cytoplasmic	80022.83	0 / 0	None
dcd	dCTP deaminase; mutants suppress lethal dut mutant ... ...	Cytoplasmic	21249.33	0 / 0	None
bcr	bicyclomycin/multidrug efflux system; member of ma ... ...	Integral Membrane Protein	43353.12	12 / 12	50.4%
cynR	Transcriptional activator of cyn operon	Cytoplasmic	32961.0	0 / 0	None
inaA	Protein induced by acid; independent of SoxRS regu ... ...	Cytoplasmic	25296.17	0 / 0	None
waaU	Adds terminal GlcNac side branch to the lipopolysa ... ...	Cytoplasmic	41729.58	0 / 0	None
rfaL	LPS core biosynthesis; O-antigen ligase	Integral Membrane Protein	46877.85	12 / 12	None
rfaY	LPS core biosynthesis	Cytoplasmic	27461.05	0 / 0	None
rfaZ	LPS core biosynthesis	Cytoplasmic	32920.22	0 / 0	None
tktA	Transketolase; binds Zn(II)	Cytoplasmic	72211.99	0 / 0	None
udhA	Soluble pyridine nucleotide transhydrogenase	Cytoplasmic	49414.26	0 / 0	None
htrC	Essential for growth at high temperature; under si ... ...	Cytoplasmic	21131.11	0 / 0	None
ycfD	Function unknown	Cytoplasmic	42937.51	0 / 0	None
yfeC	Function unknown	Cytoplasmic	13411.49	0 / 0	None
yfeD	Function unknown	Cytoplasmic	14910.2	0 / 0	None
msrA	Methionine sulfoxide reductase A; specific for S d ... ...	Cytoplasmic	23315.13	0 / 0	None
marA	Transcription activator of multiple antibiotic res ... ...	Cytoplasmic	15416.53	0 / 0	None
marR	Transcription repressor of multiple antibiotic res ... ...	Cytoplasmic	13898.51	0 / 0	None
yjgB	Function unknown; Salmonella ortholog regulated by ... ...	Cytoplasmic	38153.86	0 / 0	None
plsX	Glycerol P auxotrophy in plsB background	Cytoplasmic	37100.19	0 / 0	None
yceF	Function unknown; homologous to B. subtilis maf; y ... ...	Cytoplasmic	23226.77	1 / 0	None
emrB	 The cellular location of this protein was experimentally confirmed multidrug efflux system; member of major facilitat ... ...	Integral Membrane Protein	55624.65	14 / 13	None
def	Peptide deformylase; N-formylmethionylaminoacyl-tR ... ...	Cytoplasmic	19328.49	0 / 0	None
prlC	Oligopeptidase A; zinc metalloprotease; involved i ... ...	Cytoplasmic	77167.45	1 / 0	None
gcvT	Aminomethyl transferase; tetrahydrofolate dependen ... ...	Cytoplasmic	40146.86	0 / 0	None
rpiA	Ribose phosphate isomerase (constitutive); alkali- ... ...	Cytoplasmic	22860.48	0 / 0	None
yliK	methylmalonyl-CoA mutase	Cytoplasmic	77871.53	2 / 0	None
argK	Arginine transport; membrane ATPase/protein kinase ... ...	Cytoplasmic	36704.05	0 / 0	None
csrA	Global regulator of carbon source metabolism; CsrA ... ...	Cytoplasmic	6855.91	0 / 0	None
acs	Acetyl CoA synthetase	Cytoplasmic	72093.79	0 / 0	None
hdfR	LysR family transcriptional regulator of the flhDC ... ...	Cytoplasmic	31746.28	0 / 0	None
yifE	Function unknown; expressed protein	Cytoplasmic	13133.61	0 / 0	None
rffE	UDP-GlcNAc-2-epimerase; needed for ECA synthesis	Cytoplasmic	42244.74	0 / 0	None
rffD	 The cellular location of this protein was experimentally confirmed UDP-ManNAcA dehydrogenase; needed for ECA synthesi ... ...	Outer Membrane ß-barrel protein	45838.9	1 / 0	78.3%
rffG	dTDP-glucose dehydratase; needed for ECA synthesis	Cytoplasmic	39753.95	1 / 0	None
rffH	Glucose-1-phosphate thymidylyltransferase; needed ... ...	Cytoplasmic	32734.49	1 / 0	None
rffC	Synthesis of enterobacterial common antigen and ch ... ...	Cytoplasmic	19545.06	0 / 0	None
rffA	Lipid III biosynthesis; needed for ECA synthesis	Cytoplasmic	41901.21	0 / 0	None
wzyE	 The cellular location of this protein was experimentally confirmed Probable Wzy protein involved in ECA polysaccharid ... ...	Integral Membrane Protein	51517.49	13 / 11	None
rffM	UDP-ManNAcA transferase; needed for ECA synthesis	Cytoplasmic	27928.27	0 / 0	None
yifK	predicted transporter; member of amino-acid-polyam ... ...	Integral Membrane Protein	50399.28	12 / 12	None
narQ	nitrate/nitrite sensor protein of the NarQP two-co ... ...	Integral Membrane Protein	63697.08	2 / 2	47.2%
yigE	Function unknown	Periplasmic	27908.44	1 / 0	77.7%
corA	magnesium/nickel/cobalt transporter; member of Cor ... ...	Integral Membrane Protein	36589.84	2 / 2	None
yigF	Function unknown	Integral Membrane Protein	14549.25	2 / 2	None
yigG	Inner membrane protein; function unknown	Integral Membrane Protein	15793.88	4 / 4	None
rarD	Chloramphenicol resistance	Integral Membrane Protein	33283.23	10 / 10	None
yigI	Function unknown	Cytoplasmic	17883.72	1 / 0	None
rhtC	threonine efflux system; member of resistance to h ... ...	Integral Membrane Protein	22474.21	6 / 6	None
rhtB	 The cellular location of this protein was experimentally confirmed neutral amino-acid efflux system; member of resist ... ...	Integral Membrane Protein	22426.86	6 / 5	47.1%
yigL	Function unknown	Cytoplasmic	29707.85	0 / 0	None
yigM	predicted membrane protein	Integral Membrane Protein	33727.11	9 / 10	None
rmuC	DNA recombination protein; mutants have elevated r ... ...	Cytoplasmic	54764.62	3 / 1	96.7%
ubiE	Reaction: 2-octaprenyl-6-methoxy-1;4-benzoquinone ... ...	Cytoplasmic	28073.32	0 / 0	None
yigP	Function unknown	Cytoplasmic	22152.66	0 / 0	None
ubiB	Required for octaprenylphenol hydroxylation; the f ... ...	Integral Membrane Protein	63202.96	3 / 2	None
tatA	 The cellular location of this protein was experimentally confirmed TatABCE protein translocation system subunit; memb ... ...	Membrane anchored	11338.14	1 / 1	None
tatC	TatABCE protein translocation system subunit; memb ... ...	Integral Membrane Protein	28876.42	5 / 6	None
tatD	 The cellular location of this protein was experimentally confirmed Mg-dependent cytoplasmic DNase; last gene in tatA ... ...	Cytoplasmic	28974.06	0 / 0	None
yigZ	Function unknown	Cytoplasmic	21888.16	1 / 0	None
hemG	Protoporphyrinogen oxidase activity; neomycin sens ... ...	Cytoplasmic	21226.37	0 / 0	None
wzxE	O-antigen translocase; member of polysaccharide tr ... ...	Integral Membrane Protein	44959.82	12 / 12	None
pdxH	Isoniazid resistance; pyridoxine-phosphate oxidase	Cytoplasmic	25545.22	0 / 0	None
ydhA	Function unknown	Outer membrane Lipoprotein	9553.76	1 / 0	63.7%
csgA	 The cellular location of this protein was experimentally confirmed Curlin; RpoS (stationary phase) dependent; cryptic	Cell surface appendage	15049.19	1 / 0	100%
gadB	Glutamate decarboxylase B	Cytoplasmic	52668.35	0 / 0	None
dinF	Induced by UV and mitomycin C; SOS; lexA regulon	Integral Membrane Protein	49646.63	13 / 13	None
qor	Quinone oxidoreductase; NADPH dependent	Cytoplasmic	35172.25	2 / 0	None
pabC	Sulfonamide resistance; aminodeoxychorismate lyase	Cytoplasmic	29715.21	0 / 0	None
yceG	Function unknown	Membrane anchored	38247.52	1 / 1	46.2%
hdeD	Putative membrane transporter; H-NS repressed	Integral Membrane Protein	20903.46	6 / 6	52.3%
prfH	Protein release factor defective homolog	Cytoplasmic	18834.1	0 / 0	None
prmA	50S subunit L11 protein lysine methyltransferase	Cytoplasmic	31877.23	2 / 0	None
yhdJ	Function unknown	Cytoplasmic	33629.88	1 / 0	None
yhbE	Function unknown	Integral Membrane Protein	34963.28	10 / 10	91.4%
holB	DNA polymerase III; delta-subunit	Cytoplasmic	36936.7	0 / 0	None
adiA	Arginine decarboxylase; inducible by acid; homolog ... ...	Cytoplasmic	84556.77	0 / 0	None
rcsF	 The cellular location of this protein was experimentally confirmed Overexpression confers mucoid phenotype; increases ... ...	Outer membrane Lipoprotein	14163.55	0 / 0	62.3%
yaeB	Function unknown	Cytoplasmic	26362.41	0 / 0	None
metQ	 The cellular location of this protein was experimentally confirmed DL-methionine transporter subunit; periplasmic-bin ... ...	Inner membrane lipoprotein	29431.7	1 / 0	71.9%
holE	DNA polymerase III; theta-subunit	Cytoplasmic	8846.32	0 / 0	None
ftsH	 The cellular location of this protein was experimentally confirmed Essential inner membrane ATP-dependent protease; d ... ...	Integral Membrane Protein	70708.34	2 / 2	38%
ftsJ	23S rRNA Um2552 SAM-dependent methyltransferase in ... ...	Cytoplasmic	23335.18	0 / 0	None
sra	Protein D; SRA (stationary-phase-induced ribosome- ... ...	Cytoplasmic	5095.83	0 / 0	None
ppk	Polyphosphate kinase	Cytoplasmic	80431.74	0 / 0	None
mog	Putative molybdochelatase incorporating molybdenum ... ...	Cytoplasmic	21222.42	0 / 0	None
yaaH	Function unknown	Integral Membrane Protein	20070.97	6 / 6	None
yaaI	Function unknown	Periplasmic	14481.64	0 / 0	89%
gltF	 The cellular location of this protein was experimentally confirmed Function unknown; periplasmic protein; mutant has ... ...	Periplasmic	26351.76	1 / 0	99.4%
yhcA	Function unknown	Periplasmic	25339.05	0 / 0	57.1%
ycgB	Function unknown; Salmonella ortholog regulated by ... ...	Cytoplasmic	60814.09	0 / 0	None
glpX	Fructose 1;6 bisphosphatase; induced by glycerol; ... ...	Cytoplasmic	35852.47	0 / 0	None
fpr	Ferredoxin NADP+ reductase; anaerobic; cloned fpr ... ...	Cytoplasmic	27751.03	1 / 0	None
nikR	Nickel-responsive regulator of the nik operon	Cytoplasmic	15093.83	0 / 0	None
yhhH	Function unknown	Membrane anchored	13965.19	1 / 1	None
ybfA	Function unknown	Membrane anchored	8274.65	1 / 1	None
ybfB	Function unknown	Integral Membrane Protein	12557.44	3 / 3	37.9%
ybfC	Function unknown	Periplasmic	21961.51	1 / 0	94.5%
ybfD	Function unknown	Cytoplasmic	28865.1	1 / 0	None
yhhI	Function unknown	Cytoplasmic	43145.73	1 / 0	None
ydcC	Function unknown	Cytoplasmic	43078.74	1 / 0	None
narP	nitrate/nitrite response regulator of the NarQP tw ... ...	Cytoplasmic	23575.05	0 / 0	None
fabI	Enoyl-ACP reductase; NADH dependent; essential gen ... ...	Cytoplasmic	27864.06	0 / 0	None
ftsN	Essential gene; cell division and growth; multicop ... ...	Membrane anchored	35793.31	1 / 1	36.6%
fadD	Acyl-CoA synthetase	Cytoplasmic	62332.19	2 / 0	None
cfa	Cyclopropane fatty acid synthase	Cytoplasmic	43909.2	0 / 0	None
menC	o-Succinylbenzoate synthase II	Cytoplasmic	35476.73	0 / 0	None
ychH	Function unknown; putative membrane protein transc ... ...	Integral Membrane Protein	10486.34	2 / 2	38.1%
ibpA	Chaperone; heat-inducible protein of HSP20 family	Cytoplasmic	15773.74	0 / 0	None
ibpB	Chaperone; heat-inducible protein of HSP20 family	Cytoplasmic	16325.55	0 / 0	None
yidE	predicted transporter	Integral Membrane Protein	59943.37	11 / 10	None
yceH	Function unknown	Cytoplasmic	24177.41	1 / 0	None
yfiC	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	32007.64	1 / 0	None
pyrH	UMP kinase; hexameric; essential gene	Cytoplasmic	25970.38	0 / 0	None
wrbA	Affects association between Trp repressor and oper ... ...	Cytoplasmic	20845.62	0 / 0	None
trkD	potassium transporter; member of potassium uptake ... ...	Integral Membrane Protein	69294.41	13 / 12	74.4%
tesA	 The cellular location of this protein was experimentally confirmed Acyl-CoA thioesterase I; also protease I; also lys ... ...	Periplasmic	23622.25	1 / 1	78.8%
hemE	Uroporphyrinogen decarboxylase	Cytoplasmic	39248.28	0 / 0	None
yhiE	Required for both stationary phase and EvgA-induce ... ...	Cytoplasmic	20599.47	0 / 0	None
flgL	 The cellular location of this protein was experimentally confirmed Flagellar synthesis; flagellar regulon; hook-assoc ... ...	Cell surface appendage	34281.16	0 / 0	None
nadC	Quinolinate phosphoribosyl transferase	Cytoplasmic	32762.15	0 / 0	None
rnt	RNase T; RNA processing	Cytoplasmic	23522.79	0 / 0	None
lhr	Probable ATP-dependent helicase	Cytoplasmic	169381.62	0 / 0	None
pepT	Peptidase T; aminotripeptidase; anaerobically indu ... ...	Cytoplasmic	44923.6	0 / 0	None
hypF	Hydrogenase 3 accessory protein required for metal ... ...	Cytoplasmic	82066.37	0 / 0	None
hydN	Iron-sulfur protein required for Hyd-3 activity	Cytoplasmic	19026.29	0 / 0	None
glmM	Phosphoglucosamine mutase; essential gene; UDP-Glc ... ...	Cytoplasmic	47543.76	0 / 0	None
stpA	RNA chaperone and DNA-binding protein; suppresses ... ...	Cytoplasmic	15347.56	0 / 0	None
yaaJ	predicted transporter; member of alanine or glycin ... ...	Integral Membrane Protein	51663.14	11 / 9	None
talB	Transaldolase B	Cytoplasmic	35219.34	0 / 0	None
caiD	Putative enoyl hydratase/isomerase with carnitine ... ...	Cytoplasmic	32311.19	1 / 0	None
caiC	Crotonobetain/carnitine-CoA ligase	Cytoplasmic	59089.97	0 / 0	None
caiB	Carnitine dehydratase; crotonobetaine reductase; C ... ...	Cytoplasmic	45126.95	1 / 0	None
caiA	Crotonobetaine reductase; CII component	Cytoplasmic	42558.6	0 / 0	None
caiT	predicted transporter; member of betaine/carnitine ... ...	Integral Membrane Protein	56587.56	12 / 12	None
fixA	Required for anaerobic carnitine reduction; simila ... ...	Cytoplasmic	28412.28	0 / 0	None
fixB	Required for anaerobic carnitine reduction; simila ... ...	Cytoplasmic	33513.27	0 / 0	None
fixC	Related to carnitine metabolism; similarity to Rhi ... ...	Periplasmic	45703.01	1 / 0	48.2%
fixX	Related to carnitine metabolism; similarity to Rhi ... ...	Cytoplasmic	10478.98	0 / 0	None
yaaU	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	48667.1	12 / 12	None
kefF	Required for KefC-mediated K+ efflux; member of qu ... ...	Cytoplasmic	20170.05	0 / 0	None
imp	 The cellular location of this protein was experimentally confirmed Permeability of outer membrane to large maltodextr ... ...	Outer Membrane ß-barrel protein	89671.4	1 / 0	99.6%
djlA	DnaK co-chaperone; membrane-asssociated protein wi ... ...	Membrane anchored	30579.51	1 / 1	None
yabI	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	28244.26	5 / 5	None
thiQ	thiamin transporter subunit; ATP-binding component ... ...	Cytoplasmic	24999.25	0 / 0	None
thiP	thiamin transporter subunit; membrane component; m ... ...	Integral Membrane Protein	59533.45	12 / 12	59.8%
tbpA	thiamin transporter subunit; periplasmic-binding p ... ...	Periplasmic	36163.51	1 / 0	99.9%
leuD	Alpha-Isopropylmalate isomerase subunit	Cytoplasmic	22487.56	0 / 0	None
leuC	Alpha-Isopropylmalate isomerase subunit	Cytoplasmic	49882.04	0 / 0	None
leuB	Beta-Isopropylmalate dehydrogenase	Cytoplasmic	39648.36	0 / 0	None
greB	Transcript cleavage factor	Cytoplasmic	19939.82	0 / 0	None
ybiA	Function unknown	Cytoplasmic	18669.35	0 / 0	None
ybiB	Function unknown	Cytoplasmic	35048.69	0 / 0	None
ybiC	Function unknown; lactate; malate dehydrogenase fa ... ...	Cytoplasmic	38897.3	1 / 0	None
gcl	Glyoxylate carboligase; glyoxylate-inducible	Cytoplasmic	64732.04	3 / 0	None
hyi	Hydroxypyruvate isomerase; glyoxylate-inducible; p ... ...	Cytoplasmic	29377.56	0 / 0	None
thiC	Hydroxymethylpyrimidine synthesis; thiamin pyridin ... ...	Cytoplasmic	70850.62	0 / 0	None
thiE	Thiamin-thiazole moiety synthesis	Cytoplasmic	23015.34	1 / 0	None
thiF	Thiamin-thiazole moiety synthesis; adenylation/thi ... ...	Membrane anchored	26191.06	2 / 1	None
