Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id
b1095,P0AAI5,fabF,3-oxoacyl-[acyl-carrier-protein] synthase 2,REP-3ho9,3ho9-A_clean.pdb,Protein Data Bank,43045.2834,1.38E-06,2333,Cytosol,iJL1678,x,,,iML1515_v1
b1096,P28305,pabC,Aminodeoxychorismate lyase,REP-1i2k,1i2k-A_clean.pdb,Protein Data Bank,29714.75,,,Cytosol,iJL1678,,,,iML1515_v1
b1097,P28306,mltG,Endolytic murein transglycosylase,REP-E01026,E01026_clean-X_clean.pdb,metaTASSER,38246.9327,4.15E-09,7,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b1098,P0A720,tmk,Thymidylate kinase,REP-4tmk,4tmk-A_clean.pdb,Protein Data Bank,23782.8486,8.66E-08,146,Cytosol,iJL1678,x,,,iML1515_v1
b1099,P28631,holB,DNA polymerase III subunit delta',REP-1a5t,1a5t-A_clean.pdb,Protein Data Bank,36936.1289,6.52E-09,11,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1100,P0AFQ7,ycfH,Uncharacterized metal-dependent hydrolase YcfH,REP-1yix,1yix-A_clean.pdb,Protein Data Bank,29808.421,1.90E-08,32,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1101,P69786,ptsG,PTS system glucose-specific EIICB component,REP-E01030,E01030_clean-X_clean.pdb,metaTASSER,50675.9252,0.002773278,1735,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1102,P16869,fhuE,FhuE receptor,REP-60_729_2w77.2.A_59cbc97f7aaa0d8926193866,b1102_60_729_2w77_clean.pdb,SWISS-MODEL,81231.6635,,12,Outer_Membrane,iJL1678,,,,iML1515_v1
b1103,P0ACE7,hinT,Purine nucleoside phosphoramidase,REP-3n1s,3n1s-A_clean.pdb,Protein Data Bank,13241.1245,9.85E-07,1660,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b1104,P75946,ycfL,Uncharacterized protein YcfL,REP-E01033,E01033_clean-X_clean.pdb,metaTASSER,13980.9359,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1105,P0AB38,lpoB,Penicillin-binding protein activator LpoB,REP-21_213_2mii.1.A_59cae61dafa3588136759df2,b1105_21_213_2mii_clean.pdb,SWISS-MODEL,22515.3973,,626,Outer_Membrane,Heinemann 2016,,,,iML1515_v1
b1106,P75948,thiK,Thiamine kinase,REP-6_273_3g15.1.A_59c9fdc7a52be76d4b828759,b1106_6_273_3g15_clean.pdb,SWISS-MODEL,32396.8876,,,Cytosol,iJL1678,,,,iML1515_v1
b1107,P75949,nagZ,Beta-hexosaminidase,REP-4hzm,4hzm-A_clean.pdb,Protein Data Bank,37594.317,,,Cytosol,iJL1678,,,,iML1515_v1
b1108,P0A8E1,ycfP,UPF0227 protein YcfP,REP-2_179_4fle.1.A_59cb8fcf140550a80709e381,b1108_2_179_4fle_clean.pdb,SWISS-MODEL,21225.9287,3.49E-07,589,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1109,P00393,ndh,NADH dehydrogenase,REP-5_426_5jwa.1.A_59fc988dad01f077bfad4d6f,b1109_5_426_5jwa_clean.pdb,SWISS-MODEL,47358.1324,2.95E-07,498,Cytosol,iJL1678,x,,,iML1515_v1
b1110,P0AB35,ycfJ,Uncharacterized protein YcfJ,REP-E01039,E01039_clean-X_clean.pdb,metaTASSER,18920.209,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1111,P75952,comR,HTH-type transcriptional repressor ComR,REP-21_206_2i10.1.B_59cae140afa35840f2411fca,b1111_21_206_2i10_clean.pdb,SWISS-MODEL,23361.4723,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1112,P0AB40,bhsA,Multiple stress resistance protein BhsA,REP-4_85_2noc.1.A_59b71c94573f206360e8e88c,b1112_4_85_2noc_clean.pdb,SWISS-MODEL,8814.9413,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1113,P75954,ycfS,"Probable L,D-transpeptidase YcfS",REP-31_308_4lzh.1.A_59f27bde573f20792271e3e4,b1113_31_308_4lzh_clean.pdb,SWISS-MODEL,34635.5094,1.08E-07,24,Periplasm,Heinemann 2016,,,,iML1515_v1
b1114,P30958,mfd,Transcription-repair-coupling factor,REP-2eyq,2eyq-A_clean.pdb,Protein Data Bank,129981.1642,2.02E-08,34,Cytosol,iJL1678,x,,,iML1515_v1
b1115,P75955,ycfT,Inner membrane protein YcfT,REP-E01044,E01044_clean-X_clean.pdb,metaTASSER,40833.1452,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1116,P0ADC3,lolC,Lipoprotein-releasing system transmembrane protein LolC,REP-E01045,E01045_clean-X_clean.pdb,metaTASSER,43263.2712,4.95514E-05,31,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1117,P75957,lolD,Lipoprotein-releasing system ATP-binding protein LolD,REP-5_231_1f3o.1.A_59ca8173ad01f06669ff8fb9,b1117_5_231_1f3o_clean.pdb,SWISS-MODEL,25437.9886,2.65E-07,446,Cytosol,iJL1678,x,,,iML1515_v1
b1118,P75958,lolE,Lipoprotein-releasing system transmembrane protein LolE,REP-E01047,E01047_clean-X_clean.pdb,metaTASSER,45343.6645,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1119,P75959,nagK,N-acetyl-D-glucosamine kinase,REP-2ap1,2ap1-A_clean.pdb,Protein Data Bank,33042.2969,1.25E-08,21,Cytosol,iJL1678,x,,,iML1515_v1
b1120,P75960,cobB,NAD-dependent protein deacylase,REP-12_269_4iao.1.A_59c9f30b7f4bf9b02ea6b5b1,b1120_12_269_4iao_clean.pdb,SWISS-MODEL,31463.6707,4.56E-07,769,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1121,P75961,ycfZ,Inner membrane protein YcfZ,REP-E01050,E01050_clean-X_clean.pdb,metaTASSER,28864.4977,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1122,P75962,ymfA,Inner membrane protein YmfA,REP-E01051,E01051_clean-X_clean.pdb,metaTASSER,17415.7417,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1123,P0AFK9,potD,Spermidine/putrescine-binding periplasmic protein,REP-1pot,1pot-A_clean.pdb,Protein Data Bank,38866.6028,1.24E-05,2744,Periplasm,iJL1678,,,,iML1515_v1
b1124,P0AFK6,potC,Spermidine/putrescine transport system permease protein PotC,REP-8_253_2onk.1.C_59ca257dc730d4856d8d5663,b1124_8_253_2onk_clean.pdb,SWISS-MODEL,29110.6009,3.51655E-05,22,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1125,P0AFK4,potB,Spermidine/putrescine transport system permease protein PotB,REP-2_270_4tqv.2.A_59c9ff70a52be7be155298c0,b1125_2_270_4tqv_clean.pdb,SWISS-MODEL,31061.6068,6.39372E-06,4,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1126,P69874,potA,Spermidine/putrescine import ATP-binding protein PotA,REP-17_373_3d31.1.A_59f236a17aaa0da5c3ece3a9,b1126_17_373_3d31_clean.pdb,SWISS-MODEL,43027.7235,1.80E-07,303,Cytosol,iJL1678,x,,,iML1515_v1
b1127,P29745,pepT,Peptidase T,REP-1vix,1vix-A_clean.pdb,Protein Data Bank,44922.916,8.90E-08,150,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1128,P27431,roxA,50S ribosomal protein L16 3-hydroxylase,REP-4lit,4lit-A_clean.pdb,Protein Data Bank,42578.3883,3.94E-07,664,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b1129,P23837,phoQ,Sensor protein PhoQ,REP-E01058,E01058_clean-X_clean.pdb,metaTASSER,55298.9557,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1130,P23836,phoP,Transcriptional regulatory protein PhoP,REP-1_219_1kgs.1.A_59caad46140550aae0e0770a,b1130_1_219_1kgs_clean.pdb,SWISS-MODEL,25534.91,1.75E-06,2945,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1131,P0AB89,purB,Adenylosuccinate lyase,REP-2ptr,2ptr-A_clean.pdb,Protein Data Bank,51542.1581,1.07E-06,1802,Cytosol,iJL1678,x,,,iML1515_v1
b1132,P25746,hflD,High frequency lysogenization protein HflD,REP-1sdi,1sdi-A_clean.pdb,Protein Data Bank,22947.2815,6.46E-08,109,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1133,P25745,mnmA,tRNA-specific 2-thiouridylase MnmA,REP-2der,2der-A_clean.pdb,Protein Data Bank,40958.9373,3.49E-07,589,Cytosol,iJL1678,x,,,iML1515_v1
b1134,P0AEI6,nudJ,Phosphatase NudJ,REP-4nfx,4nfx-A_clean.pdb,Protein Data Bank,17432.7138,4.74E-09,8,Cytosol,iJL1678,x,,,iML1515_v1
b1135,P75966,rluE,Ribosomal large subunit pseudouridine synthase E,REP-E01064,E01064_clean-X_clean.pdb,metaTASSER,24880.039,,,Cytosol,iJL1678,,,,iML1515_v1
b1136,P08200,icd,Isocitrate dehydrogenase [NADP],REP-1pb1,1pb1-A_clean.pdb,Protein Data Bank,45756.1841,2.23E-05,37682,Cytosol,iJL1678,x,,,iML1515_v1
b1137,P75967,ymfD,Uncharacterized protein YmfD,REP-E01066,E01066_clean-X_clean.pdb,metaTASSER,25146.6109,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1138,P75968,ymfE,Uncharacterized protein YmfE,REP-E01067,E01067_clean-X_clean.pdb,metaTASSER,27578.2787,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1139,P11072,lit,Cell death peptidase,REP-E01068,E01068_clean-X_clean.pdb,metaTASSER,33761.9827,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1140,P75969,intE,Prophage integrase IntE,REP-2_375_5j0n.1.F_59f22ed23d4e1de887a82242,b1140_2_375_5j0n_clean.pdb,SWISS-MODEL,42798.4901,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1141,P75970,xisE,Prophage excisionase-like protein,REP-5_79_1pm6.1.A_59ccfacea52be722589c2cbf,b1141_5_79_1pm6_clean.pdb,SWISS-MODEL,9286.7009,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1142,P75971,,Putative uncharacterized protein b1142,,,,10962.6534,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1143,P75972,ymfI,Uncharacterized protein YmfI,REP-E01071,E01071_clean-X_clean.pdb,metaTASSER,12882.6016,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1144,P75973,ymfJ,Uncharacterized protein YmfJ,REP-E01072,E01072_clean-X_clean.pdb,metaTASSER,11458.3088,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1145,P75974,cohE,Prophage repressor CohE,REP-5_218_3jsp.1.A_59caa1037f4bf97250be97e4,b1145_5_218_3jsp_clean.pdb,SWISS-MODEL,25094.3783,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1146,P75975,croE,Prophage transcriptional regulatory protein,REP-E01074,E01074_clean-X_clean.pdb,metaTASSER,7402.3951,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1147,P75976,ymfL,Uncharacterized protein YmfL,REP-E01075,E01075_clean-X_clean.pdb,metaTASSER,20211.4925,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1148,P75977,ymfM,Uncharacterized protein YmfM,REP-E01076,E01076_clean-X_clean.pdb,metaTASSER,12155.6351,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1149,P75978,ymfN,Uncharacterized protein YmfN,,,,50870.8458,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1150,P75979,ymfR,Uncharacterized protein YmfR,REP-E01077,E01077_clean-X_clean.pdb,metaTASSER,6380.6724,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1151,P75980,beeE,Putative protein BeeE,,,,17609.1323,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1152,P75981,jayE,Putative protein JayE,,,,28232.3328,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1153,P75982,ymfQ,Uncharacterized protein YmfQ,REP-E01078,E01078_clean-X_clean.pdb,metaTASSER,21643.2924,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1154,P45581,stfP,Uncharacterized protein StfP,REP-E01079,E01079_clean-X_clean.pdb,metaTASSER,22019.4699,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1155,P09154,ymfS,Uncharacterized protein YmfS,REP-E01080,E01080_clean-X_clean.pdb,metaTASSER,15434.2809,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1156,P09153,tfaE,Prophage tail fiber assembly protein homolog TfaE,REP-E01081,E01081_clean-X_clean.pdb,metaTASSER,21661.7218,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1157,P33227,stfE,Putative uncharacterized protein StfE,,,,19283.3633,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1158,P03014,pinE,Serine recombinase PinE,REP-4m6f,4m6f-A_clean.pdb,Protein Data Bank,20572.5796,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1159,P24200,mcrA,5-methylcytosine-specific restriction enzyme A,REP-E01083,E01083_clean-X_clean.pdb,metaTASSER,31389.4647,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1160,P75987,iraM,Anti-adapter protein IraM,REP-E01084,E01084_clean-X_clean.pdb,metaTASSER,12133.3513,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1161,P75988,ycgX,Uncharacterized protein YcgX,REP-2_128_2hh8.1.A_59cc1ba9e6291d18c1cc61ff,b1161_2_128_2hh8_clean.pdb,SWISS-MODEL,15768.9321,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1162,P75989,bluR,HTH-type transcriptional repressor BluR,REP-3_239_5c8e.1.A_59ca5a05f4763d4695ebf323,b1162_3_239_5c8e_clean.pdb,SWISS-MODEL,28264.1895,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1163,P75990,bluF,Blue light- and temperature-regulated antirepressor BluF,REP-1_400_3gfx.1.B_59fc7669c730d48f6ae323bf,b1163_1_400_3gfx_clean.pdb,SWISS-MODEL,45294.5217,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1164,P75991,ycgZ,Probable two-component-system connector protein YcgZ,REP-E01088,E01088_clean-X_clean.pdb,metaTASSER,8768.8846,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1165,P75992,ymgA,Probable two-component-system connector protein YmgA,REP-E01089,E01089_clean-X_clean.pdb,metaTASSER,10344.7628,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1166,P75993,ariR,Probable two-component-system connector protein AriR,REP-2oxl,2oxl-A_clean.pdb,Protein Data Bank,9693.905,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1167,P75994,ymgC,Uncharacterized protein YmgC,REP-E01091,E01091_clean-X_clean.pdb,metaTASSER,9701.0991,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1168,P75995,ycgG,Uncharacterized protein YcgG,REP-E01092,E01092_clean-X_clean.pdb,metaTASSER,56905.212,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1171,P0AB46,ymgD,Uncharacterized protein YmgD,REP-26_109_2lrm.1.B_59cc7b8aafa3583edd65bbaf,b1171_26_109_2lrm_clean.pdb,SWISS-MODEL,11851.6998,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b1172,Q7DFV3,ymgG,UPF0757 protein YmgG,REP-E01095,E01095_clean-X_clean.pdb,metaTASSER,10806.6812,5.93E-09,10,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b1174,P0A734,minE,Cell division topological specificity factor,REP-3r9j,3r9j-C_clean.pdb,Protein Data Bank,10234.7831,1.09E-06,1846,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1175,P0AEZ3,minD,Septum site-determining protein MinD,REP-3q9l,3q9l-A_clean.pdb,Protein Data Bank,29613.6787,0.003932141,2460,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1176,P18196,minC,Septum site-determining protein MinC,REP-6_231_1hf2.1.B_59ca85b23d4e1dd725da89a3,b1176_6_231_1hf2_clean.pdb,SWISS-MODEL,24775.2332,8.24E-08,139,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1177,P76001,ycgJ,Uncharacterized protein YcgJ,REP-E01101,E01101_clean-X_clean.pdb,metaTASSER,13414.2639,3.60E-08,8,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b1178,P76002,pliG,Inhibitor of g-type lysozyme,REP-4g9s,4g9s-B_clean.pdb,Protein Data Bank,14905.6273,8.73E-07,194,Periplasm,Heinemann 2016,,,,iML1515_v1
b1179,P0AB43,ycgL,Protein YcgL,REP-2h7a,2h7a-A_clean.pdb,Protein Data Bank,12414.3648,5.52E-08,93,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1180,P76004,ycgM,Uncharacterized protein YcgM,REP-1nr9,1nr9-A_clean.pdb,Protein Data Bank,23710.8367,1.29E-07,218,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1181,P0A8L5,ycgN,UPF0260 protein YcgN,REP-E01105,E01105_clean-X_clean.pdb,metaTASSER,17910.2086,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1182,P77335,hlyE,"Hemolysin E, chromosomal",REP-1qoy,1qoy-A_clean.pdb,Protein Data Bank,33758.0939,,,Extracellular,EchoLOCATION experimental,,,,iML1515_v1
b1183,P0AG11,umuD,Protein UmuD,REP-14_137_1jhe.1.B_59cda486c730d41730effe94,b1183_14_137_1jhe_clean.pdb,SWISS-MODEL,15063.2062,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1184,P04152,umuC,Protein UmuC,REP-E01108,E01108_clean-X_clean.pdb,metaTASSER,47679.1747,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1185,P0A6M2,dsbB,Disulfide bond formation protein B,REP-2zuq,2zuq-A_clean.pdb,Protein Data Bank,20141.9674,0.000110292,69,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1186,P0AFA7,nhaB,Na(+)/H(+) antiporter NhaB,REP-E01110,E01110_clean-X_clean.pdb,metaTASSER,56727.7178,0.000011189,7,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1187,P0A8V6,fadR,Fatty acid metabolism regulator protein,REP-1hw1,1hw1-A_clean.pdb,Protein Data Bank,26968.2628,2.14E-07,360,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1188,P29013,ycgB,Uncharacterized protein YcgB,REP-E01112,E01112_clean-X_clean.pdb,metaTASSER,60813.1553,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1189,P0A6J5,dadA,D-amino acid dehydrogenase,REP-E01113,E01113_clean-X_clean.pdb,metaTASSER,47606.7473,2.85E-08,48,Cytosol,iJL1678,x,,,iML1515_v1
b1190,P29012,dadX,"Alanine racemase, catabolic",REP-3_354_1rcq.1.A_59f1deffa52be704227f3d91,b1190_3_354_1rcq_clean.pdb,SWISS-MODEL,38844.1808,1.25E-08,21,Cytosol,iJL1678,x,,,iML1515_v1
b1191,P76007,cvrA,K(+)/H(+) antiporter NhaP2,REP-E01115,E01115_clean-X_clean.pdb,metaTASSER,62284.5984,4.79529E-06,3,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1192,P76008,ldcA,Murein tetrapeptide carboxypeptidase,REP-1_298_3tlz.1.A_59f2cdd1b4c268d10e2d5047,b1192_1_298_3tlz_clean.pdb,SWISS-MODEL,33567.0666,4.45E-08,75,Cytosol,iJL1678,x,,,iML1515_v1
b1193,P0C960,emtA,Endo-type membrane-bound lytic murein transglycosylase A,REP-4hjz,4hjz-A_clean.pdb,Protein Data Bank,22226.2858,,120,Outer_Membrane,iJL1678,,,,iML1515_v1
b1194,P76010,ycgR,Flagellar brake protein YcgR,REP-6_234_3kyf.1.A_59ca55573d4e1de0671a5c91,b1194_6_234_3kyf_clean.pdb,SWISS-MODEL,27856.8096,4.35E-07,734,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1195,P76011,ymgE,UPF0410 protein ymge,REP-E01119,E01119_clean-X_clean.pdb,metaTASSER,8774.6064,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1196,P76012,ycgY,Uncharacterized protein YcgY,REP-E01120,E01120_clean-X_clean.pdb,metaTASSER,16694.6515,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1197,P13482,treA,Periplasmic trehalase,REP-2jg0,2jg0-A_clean.pdb,Protein Data Bank,63635.9564,6.30E-08,14,Periplasm,iJL1678,,,,iML1515_v1
b1198,P37349,dhaM,Protein-lysine deacetylase,REP-E01122,E01122_clean-X_clean.pdb,metaTASSER,51448.0239,1.41E-07,238,Cytosol,iJL1678,x,,,iML1515_v1
b1199,P76014,dhaL,"PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL",REP-2btd,2btd-A_clean.pdb,Protein Data Bank,22631.5076,2.25E-08,38,Cytosol,iJL1678,x,,,iML1515_v1
b1200,P76015,dhaK,"PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK",REP-4lry,4lry-A_clean.pdb,Protein Data Bank,38214.766,1.78E-07,300,Cytosol,iJL1678,x,,,iML1515_v1
b1201,P76016,dhaR,PTS-dependent dihydroxyacetone kinase operon regulatory protein,REP-E01125,E01125_clean-X_clean.pdb,metaTASSER,70561.0097,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1202,P76017,ycgV,Uncharacterized protein YcgV,REP-E01126,E01126_clean-X_clean.pdb,metaTASSER,99683.5715,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1203,P0ABU2,ychF,Ribosome-binding ATPase YchF,REP-1jal,1jal-A_clean.pdb,Protein Data Bank,39666.855,1.91E-06,3221,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1204,P0A7D1,pth,Peptidyl-tRNA hydrolase,REP-3vjr,3vjr-A_clean.pdb,Protein Data Bank,21082.0386,3.59E-07,606,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1205,P0AB49,ychH,Uncharacterized protein YchH,REP-E01129,E01129_clean-X_clean.pdb,metaTASSER,10486.1675,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1206,P0AFR2,dauA,C4-dicarboxylic acid transporter DauA,REP-E01130,E01130_clean-X_clean.pdb,metaTASSER,59428.3561,1.59843E-06,1,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1207,P0A717,prs,Ribose-phosphate pyrophosphokinase,REP-4s2u,4s2u-A_clean.pdb,Protein Data Bank,34217.885,3.67E-06,6185,Cytosol,iJL1678,x,,,iML1515_v1
b1208,P62615,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,REP-2ww4,2ww4-A_clean.pdb,Protein Data Bank,30925.0009,1.08E-07,182,Cytosol,iJL1678,x,,,iML1515_v1
b1209,P61320,lolB,Outer-membrane lipoprotein LolB,REP-E01133,E01133_clean-X_clean.pdb,metaTASSER,23550.4882,,270,Outer_Membrane,iJL1678,,,,iML1515_v1
b1210,P0A6X1,hemA,Glutamyl-tRNA reductase,REP-1_418_5che.1.A_59f2b81fa52be722c45b93a5,b1210_1_418_5che_clean.pdb,SWISS-MODEL,46306.2721,5.93E-10,1,Cytosol,iJL1678,x,,,iML1515_v1
b1211,P0A7I0,prfA,Peptide chain release factor RF1,REP-2b3t,2b3t-B_clean.pdb,Protein Data Bank,40516.8467,9.37E-08,158,Cytosol,iJL1678,x,,,iML1515_v1
b1212,P0ACC1,prmC,Release factor glutamine methyltransferase,REP-1t43,1t43-A_clean.pdb,Protein Data Bank,30974.6276,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1213,Q46755,ychQ,Protein YchQ,REP-E01137,E01137_clean-X_clean.pdb,metaTASSER,14638.6072,0,,Inner_Membrane,EchoLOCATION experimental,,,,iML1515_v1
b1214,P0AGM5,ychA,UPF0162 protein YchA,REP-E01138,E01138_clean-X_clean.pdb,metaTASSER,30841.0066,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1215,P0A715,kdsA,2-dehydro-3-deoxyphosphooctonate aldolase,REP-1g7v,1g7v-A_clean.pdb,Protein Data Bank,30832.3438,1.47E-06,2482,Cytosol,iJL1678,x,,,iML1515_v1
b1216,P31801,chaA,Sodium-potassium/proton antiporter ChaA,REP-E01143,E01143_clean-X_clean.pdb,metaTASSER,39167.9849,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1217,P0AE63,chaB,Putative cation transport regulator ChaB,REP-1sg7,1sg7-A_clean.pdb,Protein Data Bank,8944.7142,7.12E-09,12,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1218,P39163,chaC,Glutathione-specific gamma-glutamylcyclotransferase,REP-E01145,E01145_clean-X_clean.pdb,metaTASSER,25512.0024,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1219,P0AB52,ychN,Protein YchN,REP-1jx7,1jx7-A_clean.pdb,Protein Data Bank,12692.602,9.21E-07,1552,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1220,P39165,ychO,Uncharacterized protein YchO,REP-E01147,E01147_clean-X_clean.pdb,metaTASSER,52099.1422,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1221,P0AF28,narL,Nitrate/nitrite response regulator protein NarL,REP-1a04,1a04-A_clean.pdb,Protein Data Bank,23926.5244,4.67E-07,788,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1222,P0AFA2,narX,Nitrate/nitrite sensor protein NarX,REP-E01149,E01149_clean-X_clean.pdb,metaTASSER,67083.1865,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1223,P10903,narK,Nitrate/nitrite transporter NarK,REP-4u4v,4u4v-A_clean.pdb,Protein Data Bank,49692.8349,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1224,P09152,narG,Respiratory nitrate reductase 1 alpha chain,REP-1q16,1q16-A_clean.pdb,Protein Data Bank,140487.7403,0,0,Cytosol,iJL1678,x,,,iML1515_v1
b1225,P11349,narH,Respiratory nitrate reductase 1 beta chain,REP-1q16,1q16-B_clean.pdb,Protein Data Bank,58065.7884,2.37E-09,4,Cytosol,iJL1678,x,,,iML1515_v1
b1226,P0AF26,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,REP-E01153,E01153_clean-X_clean.pdb,metaTASSER,26448.5338,0,0,Cytosol,iJL1678,x,,,iML1515_v1
b1227,P11350,narI,Respiratory nitrate reductase 1 gamma chain,REP-1q16,1q16-C_clean.pdb,Protein Data Bank,25497.0712,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1228,P76023,ychS,Putative uncharacterized protein YchS,,,,9606.796,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1229,P02338,tpr,Protamine-like protein,REP-E01155,E01155_clean-X_clean.pdb,metaTASSER,3446.8048,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1232,P37051,purU,Formyltetrahydrofolate deformylase,REP-4_280_3o1l.1.A_59c9f44e7f4bf919ba6afe38,b1232_4_280_3o1l_clean.pdb,SWISS-MODEL,31934.3405,1.03E-06,1735,Cytosol,iJL1678,x,,,iML1515_v1
b1233,P37052,ychJ,UPF0225 protein YchJ,REP-4_152_2i9w.1.A_59cbfe9e140550690a685eae,b1233_4_152_2i9w_clean.pdb,SWISS-MODEL,16990.2418,3.56E-09,6,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
