 ,Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id,Copy_number2,NumUsed,Protein_stoichiometry,PDB_coverage,PDB_stoichiometry,PDB_quality,Localization_multiple,need_dummy,PRINCIPAL_VECTOR,OFFSET,JITTER_MAX,PRINCIPAL_VECTOR_source,TM1_residues,TM2_residues,molecules/sqA
1418,b1499,P76135,ydeO,HTH-type transcriptional regulator YdeO,REP-7_236_5suw.1.A_59ca3b861405504d0035a591,b1499_7_236_5suw_clean.pdb,SWISS-MODEL,28724.9271,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1499:1,complete,b1499_7_236_5suw_clean.pdb:1,all-homology,,,,,,,,,
1419,b1500,P76136,safA,Two-component-system connector protein SafA,REP-E01414,E01414_clean-X_clean.pdb,metaTASSER,7271.5251,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1500:1,complete,E01414_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1420,b1501,P77561,ydeP,Protein YdeP,REP-59_759_1fdo.1.A_59d2bf2078ed58500af779e8,b1501_59_759_1fdo_clean.pdb,SWISS-MODEL,83494.1388,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1501:1,complete,b1501_59_759_1fdo_clean.pdb:1,all-homology,,,,,,,,,
1421,b1502,P77588,ydeQ,Uncharacterized fimbrial-like protein YdeQ,REP-25_304_4xoe.1.A_59f2cdbfb4c268d10e2d4e66,b1502_25_304_4xoe_clean.pdb,SWISS-MODEL,32069.1618,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b1502:1,complete,b1502_25_304_4xoe_clean.pdb:1,all-homology,,,,,,,,,
1422,b1503,P77294,ydeR,Uncharacterized fimbrial-like protein YdeR,REP-24_166_3jwn.1.D_59cb9ae11405504dcf5d2005,b1503_24_166_3jwn_clean.pdb,SWISS-MODEL,18144.2545,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b1503:1,complete,b1503_24_166_3jwn_clean.pdb:1,all-homology,,,,,,,,,
1423,b1504,P77789,ydeS,Uncharacterized fimbrial-like protein YdeS,REP-23_176_4j3o.1.D_59cb94cf1405501fa651c2ac,b1504_23_176_4j3o_clean.pdb,SWISS-MODEL,18948.3184,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1504:1,complete,b1504_23_176_4j3o_clean.pdb:1,all-homology,,,,,,,,,
1424,b1505,P76137,ydeT,Putative uncharacterized protein ydet,REP-1_382_4j3o.1.E_59f26dbfeb80f72742bfc295,b1505_1_382_4j3o_clean.pdb,SWISS-MODEL,41615.4182,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1505:1,complete,b1505_1_382_4j3o_clean.pdb:1,all-homology,,,,,,,,,
1425,b1506,P76138,yneL,Putative HTH-type transcriptional regulator YneL,,,,6879.7739,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1506:1,,,,,,,,,,,,
1426,b1507,P23874,hipA,Serine/threonine-protein kinase toxin HipA,REP-3tpd,3tpd-A_clean.pdb,Protein Data Bank,49275.212999999996,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1507:1,complete,3tpd-A_clean.pdb:1,all-experimental,,,,,,,,,
1427,b1508,P23873,hipB,Antitoxin HipB,REP-E01420,E01420_clean-X_clean.pdb,metaTASSER,10016.2711,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1508:1,complete,E01420_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1428,b1509,P77286,ydeU,Uncharacterized protein YdeU,,,,50538.3101,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1509:1,,,,,,,,,,,,
1429,b1510,P32051,ydeK,Uncharacterized lipoprotein YdeK,,,,136513.0616,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1510:1,,,,,,,,,,,,
1430,b1511,P77432,lsrK,Autoinducer-2 kinase,REP-12_518_3ifr.1.A_59ca85613d4e1dc90d750b8b,b1511_12_518_3ifr_clean.pdb,SWISS-MODEL,57544.1862,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1511:1,complete,b1511_12_518_3ifr_clean.pdb:1,all-homology,,,,,,,,,
1431,b1512,P76141,lsrR,Transcriptional regulator LsrR,REP-4l5j,4l5j-A_clean.pdb,Protein Data Bank,33796.454,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1512:1,complete,4l5j-A_clean.pdb:1,all-experimental,,,,,,,,,
1432,b1513,P77257,lsrA,Autoinducer 2 import ATP-binding protein LsrA,REP-10_491_4fin.1.B_59ca621ea52be74277c44fd2,b1513_10_491_4fin_clean.pdb,SWISS-MODEL,55820.6347,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1513:1,complete,b1513_10_491_4fin_clean.pdb:1,all-homology,,,,,,,,,
1433,b1514,P77672,lsrC,Autoinducer 2 import system permease protein LsrC,REP-E01424,E01424_clean-X_clean.pdb,metaTASSER,36394.3357,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1514:1,complete,E01424_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1434,b1515,P0AFS1,lsrD,Autoinducer 2 import system permease protein LsrD,REP-E01425,E01425_clean-X_clean.pdb,metaTASSER,34455.9356,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1515:1,complete,E01425_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1435,b1516,P76142,lsrB,Autoinducer 2-binding protein LsrB,REP-5gta,5gta-A_clean.pdb,Protein Data Bank,36684.4059,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1,,0,b1516:1,complete,5gta-A_clean.pdb:1,all-experimental,,,,,,,,,
1436,b1517,P76143,lsrF,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase",REP-3glc,3glc-A_clean.pdb,Protein Data Bank,31892.4136,0.0,0.0,Cytosol,Heinemann 2016,,,,iML1515_v1,0.0,0,b1517:1,complete,3glc-A_clean.pdb:1,all-experimental,,,,,,,,,
1437,b1518,P64461,lsrG,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase",REP-3qmq,3qmq-A_clean.pdb,Protein Data Bank,11254.6505,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1518:1,complete,3qmq-A_clean.pdb:1,all-experimental,,,,,,,,,
1438,b1519,P76145,tam,Trans-aconitate 2-methyltransferase,REP-6_248_2p35.1.A_59ca4127140550807234bafb,b1519_6_248_2p35_clean.pdb,SWISS-MODEL,29005.6121,8.44485018016866e-09,9.0,Cytosol,iJL1678,x,,,iML1515_v1,9.0,0,b1519:1,complete,b1519_6_248_2p35_clean.pdb:1,all-homology,,,,,,,,,
1439,b1520,P76146,yneE,UPF0187 protein YneE,REP-22_288_4wd7.1.B_59f2cdd8b4c268d10e2d517b,b1520_22_288_4wd7_clean.pdb,SWISS-MODEL,34808.5259,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1520:1,complete,b1520_22_288_4wd7_clean.pdb:1,all-homology,,,,,,,,,
1440,b1521,P0A6L7,uxaB,Altronate oxidoreductase,REP-12_483_1m2w.1.A_59ca2423c730d456610987d4,b1521_12_483_1m2w_clean.pdb,SWISS-MODEL,54807.6092,9.383166866854067e-10,1.0,Cytosol,iJL1678,x,,,iML1515_v1,1.0,0,b1521:1,complete,b1521_12_483_1m2w_clean.pdb:1,all-homology,,,,,,,,,
1441,b1522,P76147,yneF,Uncharacterized protein YneF,REP-E01432,E01432_clean-X_clean.pdb,metaTASSER,34321.9324,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1522:1,complete,E01432_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1442,b1523,P76148,yneG,Uncharacterized protein YneG,REP-4_113_4v7o.1.3_59cc4bb27f4bf9a88e8a1bfc,b1523_4_113_4v7o_clean.pdb,SWISS-MODEL,13543.6282,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1523:1,complete,b1523_4_113_4v7o_clean.pdb:1,all-homology,,,,,,,,,
1443,b1524,P0A6W0,glsA2,Glutaminase 2,REP-23_303_1zg4.1.A_59f2bef9eb80f79f6f001512,b1524_23_303_1zg4_clean.pdb,SWISS-MODEL,33515.2165,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b1524:1,complete,b1524_23_303_1zg4_clean.pdb:1,all-homology,,,,,,,,,
1444,b1525,P76149,sad,Succinate semialdehyde dehydrogenase [NAD(P)+] Sad,REP-3etf,3etf-A_clean.pdb,Protein Data Bank,49717.3072,5.629900120112439e-09,6.0,Cytosol,iJL1678,x,,,iML1515_v1,6.0,0,b1525:1,complete,3etf-A_clean.pdb:1,all-experimental,,,,,,,,,
1445,b1526,P77309,yneJ,Uncharacterized HTH-type transcriptional regulator YneJ,REP-E01436,E01436_clean-X_clean.pdb,metaTASSER,32482.6084,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1526:1,complete,E01436_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1446,b1527,P76150,yneK,Uncharacterized protein YneK,REP-E01437,E01437_clean-X_clean.pdb,metaTASSER,42840.7248,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1527:1,complete,E01437_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1447,b1528,P31122,sotB,Sugar efflux transporter,REP-E01438,E01438_clean-X_clean.pdb,metaTASSER,42537.6961,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b1528:1,complete,E01438_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1448,b1529,P0AEY1,marC,UPF0056 inner membrane protein MarC,REP-E01439,E01439_clean-X_clean.pdb,metaTASSER,23616.9691,,,Inner_Membrane,EchoLOCATION experimental,,,,iML1515_v1,,0,b1529:1,complete,E01439_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1449,b1530,P27245,marR,Multiple antibiotic resistance protein MarR,REP-4jba,4jba-A_clean.pdb,Protein Data Bank,16064.8402,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1530:1,complete,4jba-A_clean.pdb:1,all-experimental,,,,,,,,,
1450,b1531,P0ACH5,marA,Multiple antibiotic resistance protein MarA,REP-1bl0,1bl0-A_clean.pdb,Protein Data Bank,15183.9957,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1531:1,complete,1bl0-A_clean.pdb:1,all-experimental,,,,,,,,,
1451,b1532,P31121,marB,Multiple antibiotic resistance protein MarB,REP-E01442,E01442_clean-X_clean.pdb,metaTASSER,7536.4673,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b1532:1,complete,E01442_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1452,b1533,P31125,eamA,Probable amino-acid metabolite efflux pump,REP-3_291_5i20.1.A_59fc94c3573f20ade4bc37f8,b1533_3_291_5i20_clean.pdb,SWISS-MODEL,32323.807,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b1533:1,complete,b1533_3_291_5i20_clean.pdb:1,all-homology,,,,,,,,,
1453,b1534,P31126,ydeE,Uncharacterized MFS-type transporter YdeE,REP-E01444,E01444_clean-X_clean.pdb,metaTASSER,42658.4472,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1534:1,complete,E01444_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1454,b1535,P31129,ydeH,Diguanylate cyclase YdeH,REP-4h54,4h54-A_clean.pdb,Protein Data Bank,33863.1021,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1535:1,complete,4h54-A_clean.pdb:1,all-experimental,,,,,,,,,
1455,b1536,P31130,ydeI,Uncharacterized protein YdeI,REP-22_130_1nnx.1.A_59cc29b4a52be75b664653a3,b1536_22_130_1nnx_clean.pdb,SWISS-MODEL,14120.9487,2.7041463959497845e-08,7.0,Periplasm,EchoLOCATION predicted,x,,,iML1515_v1,7.0,0,b1536:1,complete,b1536_22_130_1nnx_clean.pdb:1,all-homology,,,,,,,,,
1456,b1537,P31131,ydeJ,Protein YdeJ,REP-5kol,5kol-A_clean.pdb,Protein Data Bank,18320.6085,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1537:1,complete,5kol-A_clean.pdb:1,all-experimental,,,,,,,,,
1457,b1538,P24171,dcp,Dipeptidyl carboxypeptidase,REP-1y79,1y79-1_clean.pdb,Protein Data Bank,77514.8021,2.890015394991052e-07,308.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,308.0,0,b1538:1,complete,1y79-1_clean.pdb:1,all-experimental,,,,,,,,,
1458,b1539,P39831,ydfG,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,REP-3asv,3asv-A_clean.pdb,Protein Data Bank,27248.6187,1.867250206503959e-06,1990.0,Cytosol,iJL1678,x,,,iML1515_v1,1990.0,0,b1539:1,complete,3asv-A_clean.pdb:1,all-experimental,,,,,,,,,
1459,b1540,P0ACM2,rspR,HTH-type transcriptional repressor RspR,REP-11_215_2di3.1.A_59ca8a52c730d4869bb13f97,b1540_11_215_2di3_clean.pdb,SWISS-MODEL,26564.8393,9.383166866854067e-10,1.0,Cytosol,Arbitrary assignment,x,,,iML1515_v1,1.0,0,b1540:1,complete,b1540_11_215_2di3_clean.pdb:1,all-homology,,,,,,,,,
1460,b1541,P64463,ydfZ,Putative selenoprotein YdfZ,REP-E01452,E01452_clean-X_clean.pdb,metaTASSER,7276.2739,3.565603409404545e-08,38.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,38.0,0,b1541:1,complete,E01452_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1461,b1542,P77260,ydfI,Uncharacterized oxidoreductase YdfI,REP-4im7,4im7-A_clean.pdb,Protein Data Bank,53684.6424,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1542:1,complete,4im7-A_clean.pdb:1,all-experimental,,,,,,,,,
1462,b1544,P76154,ydfK,Cold shock protein YdfK,REP-E01454,E01454_clean-X_clean.pdb,metaTASSER,8778.1661,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1544:1,complete,E01454_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1463,b1545,P77170,pinQ,Serine recombinase PinQ,REP-3_191_2r0q.1.F_59cb2d9aafa3585bad03906b,b1545_3_191_2r0q_clean.pdb,SWISS-MODEL,21852.0634,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1545:1,complete,b1545_3_191_2r0q_clean.pdb:1,all-homology,,,,,,,,,
1464,b1546,P76155,tfaQ,Prophage tail fiber assembly protein homolog TfaQ,REP-E01456,E01456_clean-X_clean.pdb,metaTASSER,21337.5659,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1546:1,complete,E01456_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1465,b1547,P77515,stfQ,Prophage side tail fiber protein homolog StfQ,REP-E01457,E01457_clean-X_clean.pdb,metaTASSER,32901.6134,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1547:1,complete,E01457_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1466,b1548,P31061,nohA,Prophage DNA-packing protein NohA,,,,21403.8164,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1548:1,,,,,,,,,,,,
1467,b1549,P76156,ydfO,Uncharacterized protein YdfO,REP-2hh8,2hh8-A_clean.pdb,Protein Data Bank,16496.7181,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1549:1,complete,2hh8-A_clean.pdb:1,all-experimental,,,,,,,,,
1468,b1550,P77695,gnsB,Protein GnsB,REP-1_57_4xo2.1.A_59cd5f2e573f2092ccf4576b,b1550_1_57_4xo2_clean.pdb,SWISS-MODEL,6547.5908,1.8832015901776108e-06,2007.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,2007.0,0,b1550:1,complete,b1550_1_57_4xo2_clean.pdb:1,all-homology,,,,,,,,,
1469,b1551,P76157,ynfN,Uncharacterized protein YnfN,REP-4_48_4hlb.1.A_59cd75207aaa0daa1350a52c,b1551_4_48_4hlb_clean.pdb,SWISS-MODEL,5639.3785,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1551:1,complete,b1551_4_48_4hlb_clean.pdb:1,all-homology,,,,,,,,,
1470,b1552,P0A986,cspI,Cold shock-like protein CspI,REP-3_70_3i2z.1.B_59cd2f2aa52be78368aa647d,b1552_3_70_3i2z_clean.pdb,SWISS-MODEL,7683.641,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1552:1,complete,b1552_3_70_3i2z_clean.pdb:1,all-homology,,,,,,,,,
1471,b1553,P76158,rzpQ,Uncharacterized protein RzpQ,REP-E01463,E01463_clean-X_clean.pdb,metaTASSER,18309.634,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1553:1,complete,E01463_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1472,b1554,P76159,rrrQ,Probable prophage lysozyme,REP-34_177_4arq.2.A_59cb9e2e140550282ab296a5,b1554_34_177_4arq_clean.pdb,SWISS-MODEL,19662.3349,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1554:1,complete,b1554_34_177_4arq_clean.pdb:1,all-homology,,,,,,,,,
1473,b1555,P76160,ydfR,Uncharacterized protein YdfR,REP-E01466,E01466_clean-X_clean.pdb,metaTASSER,12090.4687,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1555:1,complete,E01466_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1474,b1556,P77237,essQ,Prophage lysis protein S homolog EssQ,REP-E01467,E01467_clean-X_clean.pdb,metaTASSER,7740.9094,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1556:1,complete,E01467_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1475,b1557,P36995,cspB,Cold shock-like protein CspB,REP-2l15,2l15-A_clean.pdb,Protein Data Bank,7716.6277,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1557:1,complete,2l15-A_clean.pdb:1,all-experimental,,,,,,,,,
1476,b1558,P0A976,cspF,Cold shock-like protein CspF,REP-1_70_2l15.1.A_59cd30dea52be7b70b2c3919,b1558_1_70_2l15_clean.pdb,SWISS-MODEL,7562.6242,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1558:1,complete,b1558_1_70_2l15_clean.pdb:1,all-homology,,,,,,,,,
1477,b1559,P76161,quuQ,Prophage antitermination protein Q homolog QuuQ,REP-E01470,E01470_clean-X_clean.pdb,metaTASSER,27925.9482,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1559:1,complete,E01470_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1478,b1560,P76162,ydfU,Uncharacterized protein YdfU,REP-E01471,E01471_clean-X_clean.pdb,metaTASSER,39259.825,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1560:1,complete,E01471_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1479,b1561,P07010,rem,Uncharacterized protein Rem,REP-E01472,E01472_clean-X_clean.pdb,metaTASSER,9234.6173,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1561:1,complete,E01472_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1480,b1562,P0ACG6,hokD,Protein HokD,REP-E01473,E01473_clean-X_clean.pdb,metaTASSER,5736.8315,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b1562:1,complete,E01473_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1481,b1563,P0C077,relE,mRNA interferase toxin RelE,REP-4fxi,4fxi-A_clean.pdb,Protein Data Bank,11225.0786,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1563:1,complete,4fxi-A_clean.pdb:1,all-experimental,,,,,,,,,
1482,b1564,P0C079,relB,Antitoxin RelB,REP-4fxe,4fxe-B_clean.pdb,Protein Data Bank,9071.3722,1.735885870368002e-07,185.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,185.0,0,b1564:1,complete,4fxe-B_clean.pdb:1,all-experimental,,,,,,,,,
1483,b1565,P76163,ydfV,Uncharacterized protein YdfV,REP-E01476,E01476_clean-X_clean.pdb,metaTASSER,11308.0507,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1565:1,complete,E01476_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1484,b1566,P77609,flxA,Protein FlxA,REP-E01477,E01477_clean-X_clean.pdb,metaTASSER,12207.5767,3.659435078073085e-08,39.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,39.0,0,b1566:1,complete,E01477_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1485,b1567,P76164,ydfW,Uncharacterized protein YdfW,,,,5880.7436,1.3136433613595693e-07,140.0,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,140.0,0,b1567:1,,,,,,,,,,,,
1486,b1568,P76165,ydfX,Uncharacterized protein YdfX,REP-2_95_3c4r.1.B_59ccb171afa358b168fdcac4,b1568_2_95_3c4r_clean.pdb,SWISS-MODEL,10975.5384,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1568:1,complete,b1568_2_95_3c4r_clean.pdb:1,all-homology,,,,,,,,,
1487,b1569,P06965,dicC,Repressor protein of division inhibition gene dicB,REP-E01478,E01478_clean-X_clean.pdb,metaTASSER,8577.6381,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1569:1,complete,E01478_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1488,b1570,P06966,dicA,HTH-type transcriptional regulator DicA,REP-E01479,E01479_clean-X_clean.pdb,metaTASSER,15655.844,1.40747503002811e-08,15.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,15.0,0,b1570:1,complete,E01479_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1489,b1571,P0ACW8,ydfA,Uncharacterized protein YdfA,REP-E01480,E01480_clean-X_clean.pdb,metaTASSER,5792.2985,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1571:1,complete,E01480_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1490,b1572,P29009,ydfB,Uncharacterized protein YdfB,REP-E01481,E01481_clean-X_clean.pdb,metaTASSER,4688.0259,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1572:1,complete,E01481_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1491,b1573,P21418,ydfC,Uncharacterized protein YdfC,REP-E01482,E01482_clean-X_clean.pdb,metaTASSER,8350.393,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1573:1,complete,E01482_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1492,b1575,P09557,dicB,Division inhibition protein DicB,REP-E01483,E01483_clean-X_clean.pdb,metaTASSER,6964.2086,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1575:1,complete,E01483_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1493,b1576,P29010,ydfD,Uncharacterized protein YdfD,REP-E01484,E01484_clean-X_clean.pdb,metaTASSER,6841.8815,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1576:1,complete,E01484_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1494,b1577,Q47138,ydfE,Putative uncharacterized protein YdfE,,,,35070.6781,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1577:1,,,,,,,,,,,,
1495,b1578,P0CF60,insD8,Putative transposase InsD for insertion element IS2E,REP-3_205_4fcy.1.B_59cab97fc730d491ab47b8ff,b1578_3_205_4fcy_clean.pdb,SWISS-MODEL,24723.7176,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b1578:1,complete,b1578_3_205_4fcy_clean.pdb:1,all-homology,,,,,,,,,
1496,b1579,P76168,intQ,Putative defective protein IntQ,,,,45261.4059,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1579:1,,,,,,,,,,,,
1497,b1580,P38105,rspB,Starvation-sensing protein RspB,REP-4ilk,4ilk-A_clean.pdb,Protein Data Bank,36563.6989,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1580:1,complete,4ilk-A_clean.pdb:1,all-experimental,,,,,,,,,
1498,b1581,P38104,rspA,Starvation-sensing protein RspA,REP-4il2,4il2-A_clean.pdb,Protein Data Bank,45967.9546,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b1581:1,complete,4il2-A_clean.pdb:1,all-experimental,,,,,,,,,
1499,b1582,P76169,ynfA,UPF0060 membrane protein YnfA,REP-E01487,E01487_clean-X_clean.pdb,metaTASSER,11919.3754,,,Inner_Membrane,EchoLOCATION experimental,,,,iML1515_v1,,0,b1582:1,complete,E01487_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1500,b1583,P76170,ynfB,UPF0482 protein YnfB,REP-E01488,E01488_clean-X_clean.pdb,metaTASSER,12908.526000000002,1.8851763446049926e-06,488.0,Periplasm,EchoLOCATION predicted,x,,,iML1515_v1,488.0,0,b1583:1,complete,E01488_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1501,b1584,P0A951,speG,Spermidine N(1)-acetyltransferase,REP-4r9m,4r9m-A_clean.pdb,Protein Data Bank,21886.7495,7.788028499488875e-08,83.0,Cytosol,iJL1678,x,,,iML1515_v1,83.0,0,b1584:1,complete,4r9m-A_clean.pdb:1,all-experimental,,,,,,,,,
1502,b1585,P67553,ynfC,UPF0257 lipoprotein YnfC,REP-E01490,E01490_clean-X_clean.pdb,metaTASSER,26506.5816,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b1585:1,complete,E01490_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1503,b1586,P76172,ynfD,Uncharacterized protein YnfD,REP-E01491,E01491_clean-X_clean.pdb,metaTASSER,10476.5878,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1,,0,b1586:1,complete,E01491_clean-X_clean.pdb:1,all-homology,,,,,,,,,
1504,b1587,P77374,ynfE,Putative dimethyl sulfoxide reductase chain YnfE,REP-48_808_1dmr.1.A_59cc1a5ae6291dd3347b337c,b1587_48_808_1dmr_clean.pdb,SWISS-MODEL,89778.9705,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b1587:1,complete,b1587_48_808_1dmr_clean.pdb:1,all-homology,,,,,,,,,
1505,b1588,P77783,ynfF,Probable dimethyl sulfoxide reductase chain YnfF,REP-51_807_3ir5.1.A_59cc19b0e6291db813b2d20a,b1588_51_807_3ir5_clean.pdb,SWISS-MODEL,89986.0387,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b1588:1,complete,b1588_51_807_3ir5_clean.pdb:1,all-homology,,,,,,,,,
1506,b1589,P0AAJ1,ynfG,Probable anaerobic dimethyl sulfoxide reductase chain YnfG,REP-4_203_4ydd.1.B_59cb0246573f206d0cc2ad10,b1589_4_203_4ydd_clean.pdb,SWISS-MODEL,22751.5482,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b1589:1,complete,b1589_4_203_4ydd_clean.pdb:1,all-homology,,,,,,,,,
1507,b1590,P76173,ynfH,Anaerobic dimethyl sulfoxide reductase chain YnfH,REP-E01495,E01495_clean-X_clean.pdb,metaTASSER,30523.3185,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b1590:1,complete,E01495_clean-X_clean.pdb:1,all-homology,,,,,,,,,
